,time,mobile_acc_x,mobile_acc_y,mobile_acc_z,imu_acc_x,imu_acc_y,imu_acc_z
0,0.0,-37.69430542,16.309021,-77.97377014,0.10298900970000001,-52.40215548,-155.2267692
1,0.009999999999999787,-34.3355212653387,-11.5786438,5.98095728577669,54.14587134530119,1.9037594146662542,114.55377762640231
2,0.019999999999999574,-39.13216338710369,-21.209336847111743,20.14665005075472,-20.712508206586726,-60.12331452486637,-12.148099664233584
3,0.02999999999999936,7.293088414193872,-1.566362808275227,33.44387157468467,9.950027756186152,37.231181270390174,76.34598032874055
4,0.03999999999999915,33.083230262513034,1.3249414373225596,36.07540166615214,-2.3397155460481027,33.42024595954408,39.85575100666046
5,0.049999999999998934,9.894002075243993,-7.738730831851937,58.25745566881572,-8.651277406249383,-10.986515776150078,41.63296041205389
6,0.05999999999999872,17.174121716039384,-5.387232404872445,32.02961938212846,-5.004477387157182,1.5660136169767451,18.030606678132617
7,0.06999999999999851,10.845029240487836,-1.4954551645193632,13.65047653625108,-4.371612141177646,13.688055348372867,13.146748929661985
8,0.0799999999999983,1.2764744484382666,4.09121367846958,13.748374405550246,-4.892997327814317,-1.2633963912076123,17.4458478361341
9,0.08999999999999808,2.1971969302874474,7.5294834818761025,16.676896716549287,-6.927170247144909,-1.6288868466251067,12.41607923767435
10,0.09999999999999787,-1.7681884968277062,6.360000099156703,12.47511773154085,-4.5388188465104236,-1.580819672538126,9.171761892287236
11,0.10999999999999766,-1.594030439253007,5.534985278264415,7.251580885017758,-4.13107954011686,-3.5594034443466276,4.471450430027267
12,0.11999999999999744,-3.9722196746761407,3.6126445716993194,6.347206076347038,-2.8212547978194387,-2.5558325572644143,4.807437216488425
13,0.12999999999999723,-1.7136678165606207,3.5172192560522273,6.983208191030749,-2.4415266185389815,0.8910557269201509,7.5236715259996405
14,0.13999999999999702,-0.5898200000723731,2.591995209762086,6.876126092660324,-2.1881925183554327,2.4712012554860348,6.9692053700152465
15,0.1499999999999968,1.341122690721052,1.8159997921765914,7.800157696623951,-2.194472157431429,4.280131155015195,8.561591171617234
16,0.1599999999999966,3.410455316012329,1.2036433498520003,10.130221203112182,-2.341106370597522,2.8753853342091777,9.524992300338912
17,0.16999999999999638,4.520263672,0.5231584391594162,11.81837463,-2.2934010147417028,0.9563206179161314,10.15500944039314
18,0.17999999999999616,3.912393424677887,-0.0984074516870691,11.602974520674065,-2.0038136506399638,1.1132980705803575,10.907055105988778
19,0.18999999999999595,3.2413185414233103,0.15685905115149879,11.267273737230132,-1.8998012659000243,1.844576418053504,10.420899178666906
20,0.19999999999999574,2.5664181873955765,0.5264434814,10.648113967794902,-1.4532462443234022,1.227317457310066,9.042007354161056
21,0.20999999999999552,1.5939130812316054,0.3145406784718225,8.941041851198671,-1.4043420038273111,1.1198694935808287,7.397085341296906
22,0.2199999999999953,0.750930499177935,0.143371582,6.899928401305323,-1.5155120739174301,1.0563757570342829,6.489903020864992
23,0.2299999999999951,0.48561976217709235,0.37377981941668487,6.058759254778157,-1.4602342537884665,0.7153911678233661,6.570211140501534
24,0.23999999999999488,0.7847981580826268,0.63644328577652,6.267719196738953,-1.697138527974358,0.27744955787685194,6.643447638487299
25,0.24999999999999467,0.8270316939589107,0.8643782190054462,7.263968731821805,-2.1149697046876486,0.0011311356688160148,7.319973500412938
26,0.25999999999999446,0.46908498416387745,1.1682746349361224,8.202484667270195,-1.6682328556498258,0.3746000843396807,8.394103829383523
27,0.26999999999999424,0.3064575195,1.4445374364519756,8.218762124548025,-2.165096716895283,0.9761678772672933,7.810648433468706
28,0.27999999999999403,0.3875510513799403,1.5562511848465757,7.950236793139222,-1.852004648586291,1.07705865500026,8.039050634789843
29,0.2899999999999938,0.8300476340973193,1.2329790963808345,8.175042684227776,-1.6009649033096327,0.30813950242650195,7.788871935581779
30,0.2999999999999936,0.744235613391521,1.188620530810713,8.784791184251123,-2.2461438651986887,-0.8731386841222997,7.719995083343243
31,0.3099999999999934,0.14776764690948313,1.354968739429035,8.41779323924944,-2.5697882717435823,-1.9874830517969022,8.134978391539722
32,0.3199999999999932,-0.5302957986858146,1.330886841,8.08964611120249,-2.6620786451299647,-1.4518017047387588,8.09748595800571
