Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
7.868373394,7.006106,-9.504898,-24.37889,-0.1488219,-0.2012665,0.8861284,26.59201,7.142404,5.441447,992.0399
7.878419399,9.582532,-9.564769,-16.23341,-0.1102891,-0.148413,0.9081205,30.9847,9.632197,8.001654,992.0399
7.888464928,12.52702,-7.169916,-13.35493,-0.07194793,-0.05161949,0.9085409,30.9847,9.632197,8.001654,992.0383
7.898510933,13.38583,-7.110044,-15.49848,-0.0617293,0.02300178,0.9000202,30.9847,9.632197,8.001654,992.0383
7.908556938,10.56403,-6.631074,-16.90709,-0.07974511,0.05817228,0.9166754,30.9847,9.632197,8.001654,992.0383
7.918602943,12.40433,-4.775063,-16.41714,-0.06150669,0.0879983,0.9267917,30.9847,9.632197,8.001654,992.0383
7.928648472,7.864915,0.493615,-15.06977,-0.03003191,0.1188937,0.9459588,37.22373,14.30535,8.504225,992.0408
7.938694477,0.4423561,4.924094,-11.88507,0.005609314,0.1194558,0.9290123,37.22373,14.30535,8.504225,992.0408
7.948740482,-5.201242,6.959719,-9.925258,-0.02116143,0.1515788,0.9485241,37.22373,14.30535,8.504225,992.0408
7.958786488,-11.27424,12.6475,-9.312816,0.007498485,0.1433719,0.9879458,37.22373,14.30535,8.504225,992.0408
7.968832016,-12.31708,15.88055,-11.57885,-0.03527259,0.1531786,0.9721044,37.22373,14.30535,8.504225,992.0391
7.978877544,-17.2859,14.32389,-14.88604,-0.05090805,0.09376821,1.020254,41.24013,18.5971,12.28758,992.0391
7.988923073,-22.86816,15.58119,-12.25254,-0.0445951,-0.0003199219,1.057485,41.24013,18.5971,12.28758,992.0391
7.998969078,-24.7698,19.17347,-7.965444,-0.05654299,-0.05930597,1.053896,41.24013,18.5971,12.28758,992.0391
8.009015083,-22.86816,18.03592,-0.6773849,-0.05722532,-0.06374701,0.9948931,41.24013,18.5971,12.28758,992.0414
8.019061089,-12.25574,7.498561,0.7924757,-0.04834119,0.01620964,0.9199183,43.43056,22.91727,14.01192,992.0414
8.029106617,-11.02887,-1.302525,-0.2486755,-0.0226513,0.1382811,0.9017891,43.43056,22.91727,14.01192,992.0414
8.039152622,-20.29173,-10.16348,-2.330978,-0.03005791,0.2017677,0.8562472,43.43056,22.91727,14.01192,992.0414
8.049198627,-19.18755,-16.86907,-10.04775,-0.03259323,0.2626284,0.9116831,43.43056,22.91727,14.01192,992.0398
8.059244633,-25.93533,-17.70727,-18.9894,-0.09194982,0.2732327,1.02479,43.43056,22.91727,14.01192,992.0398
8.069290161,-33.41923,-6.870559,-21.31668,-0.1359382,0.1632865,1.150086,48.90878,28.27691,19.03304,992.0398
8.079336166,-33.05117,7.618304,-19.84682,-0.1611539,0.0009535411,1.152984,48.90878,28.27691,19.03304,992.0398
8.089382171,-27.53026,12.2284,-17.94825,-0.2229038,-0.09482713,1.174266,48.90878,28.27691,19.03304,992.0381
8.099427223,-25.38324,15.04235,-6.373095,-0.189952,-0.1467599,1.279306,48.90878,28.27691,19.03304,992.0381
8.109473228,-23.35891,27.79494,9.060441,-0.1568203,-0.09822088,1.283514,48.90878,28.27691,19.03304,992.0381
8.119519233,-18.75815,29.17199,13.04131,-0.1142532,-0.06657708,1.152722,51.50011,33.01397,14.65362,992.0381
8.129564762,-13.85067,8.995344,14.93988,-0.02201356,-0.02238988,1.119634,51.50011,33.01397,14.65362,992.0402
8.139610767,-9.495284,-10.22335,15.30735,0.03752591,0.07011525,1.143316,51.50011,33.01397,14.65362,992.0402
8.149656772,0.7490734,-26.68797,8.570488,0.08652706,0.1852854,1.17664,51.50011,33.01397,14.65362,992.0402
8.159702778,14.0606,-47.40345,-9.80277,0.1623206,0.2219535,1.279027,51.50011,33.01397,14.65362,992.0402
8.169748306,18.53868,-48.18178,-17.58078,0.2393755,0.2832375,1.410191,45.62431,26.51706,15.28345,992.0366
8.179794311,18.53868,-27.82553,-27.99229,0.244181,0.393857,1.392889,45.62431,26.51706,15.28345,992.0366
8.189840317,14.18329,-17.6474,-44.34449,0.1949308,0.375248,1.260568,45.62431,26.51706,15.28345,992.0366
8.199886322,13.81523,-15.61177,-58.00195,0.1663897,0.3021969,1.223243,45.62431,26.51706,15.28345,992.0366
8.209931850,12.28164,-2.200595,-64.24885,0.1530924,0.1879604,1.188786,45.62431,26.51706,15.28345,992.0391
8.217465877,12.40433,9.055216,-64.31009,0.1836356,0.1120234,1.113238,43.05596,25.085,14.85666,992.0391
8.227511883,8.539693,21.56833,-63.39143,0.2175379,0.07367667,1.025542,43.05596,25.085,14.85666,992.0391
8.237557888,-0.784513,25.34022,-62.90148,0.2405847,0.04628894,0.9510711,43.05596,25.085,14.85666,992.0391
8.247603416,-6.612142,23.84344,-59.0431,0.2412993,0.0102516,0.8909066,43.05596,25.085,14.85666,992.0373
8.257649422,-7.900354,20.3709,-57.32826,0.2011617,-0.004001891,0.8434048,43.05596,25.085,14.85666,992.0373
8.267695427,-12.25574,17.07798,-57.63448,0.2109449,-0.04131778,0.8401597,45.57578,32.60632,22.79293,992.0373
8.277741432,-17.2859,18.81425,-59.16559,0.2243728,-0.125432,0.8560117,45.57578,32.60632,22.79293,992.0373
8.287786960,-24.64712,21.6282,-62.53402,0.2114172,-0.2511747,0.8653715,45.57578,32.60632,22.79293,992.0397
8.297832966,-23.35891,23.00524,-61.18665,0.1375708,-0.3592193,0.8802318,45.57578,32.60632,22.79293,992.0397
8.307878971,-14.77082,18.09579,-58.61439,0.03260918,-0.5125486,0.9148905,45.57578,32.60632,22.79293,992.0397
8.317924976,-1.520634,15.94042,-48.01915,-0.004581926,-0.6394448,0.974649,56.10481,42.24109,32.81935,992.0397
8.327970028,11.36149,24.32241,-27.62483,-0.03539098,-0.5473717,1.038569,56.10481,42.24109,32.81935,992.0397
8.338016033,15.4715,39.46985,-14.94728,-0.02781402,-0.4240782,1.022481,56.10481,42.24109,32.81935,992.0397
8.348061561,18.17062,48.69004,-4.168304,-0.008166325,-0.3392335,0.9623995,56.10481,42.24109,32.81935,992.0397
8.358107567,18.72271,49.88747,3.425976,0.0196522,-0.2028122,0.9148697,56.10481,42.24109,32.81935,992.0397
8.368153572,15.10344,44.07994,6.916894,0.03581362,-0.110298,0.8645503,61.29422,44.46734,24.30725,992.038
8.378199577,12.77239,31.20761,6.488185,0.0448278,-0.05039981,0.8715275,61.29422,44.46734,24.30725,992.038
8.388245106,13.50851,17.0181,1.282429,0.06034562,0.001253322,0.8859565,61.29422,44.46734,24.30725,992.038
8.398291111,20.80838,1.810784,-12.25254,0.07667908,0.06793225,0.9093231,61.29422,44.46734,24.30725,992.038
8.408337116,24.61168,-9.804255,-28.11478,0.05798588,0.08261582,0.93225,61.29422,44.46734,24.30725,992.04
8.418383121,25.83855,-12.73795,-36.56648,0.03667899,0.08293658,0.9855378,52.58607,35.52157,17.11096,992.04
8.428428650,20.80838,-3.038794,-36.81146,0.0492426,0.1038038,1.013694,52.58607,35.52157,17.11096,992.04
8.438474655,15.53285,15.16209,-34.72916,0.09858303,0.1088143,1.010179,52.58607,35.52157,17.11096,992.04
8.448520660,11.05477,30.07006,-39.19998,0.07663079,0.1206703,0.9487662,52.58607,35.52157,17.11096,992.0366
8.458565712,4.797741,30.24967,-47.4067,0.04698447,0.0862079,0.8883225,52.58607,35.52157,17.11096,992.0366
8.468611717,0.07429539,20.25116,-50.22393,0.03640179,0.02693469,0.859814,51.12681,32.2802,15.85171,992.0366
8.478657722,-2.379443,2.94834,-58.92061,-0.03235406,-0.05915841,0.8751152,51.12681,32.2802,15.85171,992.0366
8.488703251,-1.766008,-6.391589,-62.77899,-0.02462394,-0.208048,0.9576274,51.12681,32.2802,15.85171,992.0349
8.498749256,-0.6618261,-0.584069,-54.63352,-0.05756581,-0.2602316,0.9863888,51.12681,32.2802,15.85171,992.0349
8.508795261,2.65072,8.935473,-49.85647,-0.06365476,-0.2542346,0.9544598,51.12681,32.2802,15.85171,992.0349
8.518841267,4.000277,12.10865,-46.54929,-0.04387409,-0.2549519,0.8863241,52.23589,28.65611,15.38334,992.0349
8.528886795,4.429681,6.181392,-44.95694,-0.03953718,-0.2514584,0.8815854,52.23589,28.65611,15.38334,992.0372
8.538932800,4.736398,-0.7038116,-41.5885,-0.03794388,-0.2511734,0.9117572,52.23589,28.65611,15.38334,992.0372
8.548978805,5.717893,-3.33815,-39.87367,-0.03657841,-0.1997543,0.9344009,52.23589,28.65611,15.38334,992.0372
8.559024811,7.619541,-5.373776,-43.05836,-0.04794559,-0.1598856,0.9185508,52.23589,28.65611,15.38334,992.0372
8.569070339,10.01194,-10.70232,-45.50813,-0.04049845,-0.1642557,0.9299118,55.48716,27.92238,14.58704,992.0355
8.579116344,13.81523,-13.75576,-43.11961,-0.04860933,-0.136298,0.9516273,55.48716,27.92238,14.58704,992.0355
8.589161396,13.07911,-9.205542,-40.24113,-0.05960591,-0.07101996,0.9875664,55.48716,27.92238,14.58704,992.0355
8.599207401,6.269984,-2.320338,-42.6909,-0.08351924,-0.006999083,0.9742165,55.48716,27.92238,14.58704,992.0355
8.609253406,1.423851,-2.320338,-51.81628,-0.1314274,0.01266567,0.9322709,55.48716,27.92238,14.58704,992.0378
8.619299412,-6.673485,-5.55339,-60.81918,-0.1690284,-0.03296433,0.921923,54.07824,27.92913,14.63401,992.0378
8.629344940,-11.2129,-11.30104,-63.45267,-0.1921471,-0.1031634,0.902829,54.07824,27.92913,14.63401,992.0378
8.639390945,-10.53812,-20.94032,-64.61631,-0.1498861,-0.1437224,0.9319062,54.07824,27.92913,14.63401,992.0378
8.649436951,-8.881849,-26.92746,-62.53402,-0.1007433,-0.1453851,0.9756663,54.07824,27.92913,14.63401,992.0344
8.659482956,-8.820506,-28.00514,-58.43066,-0.05198363,-0.09518015,0.9779086,53.29986,28.22331,22.39581,992.0344
8.669528484,-4.833181,-30.81909,-51.63255,0.01164125,-0.03477596,0.9410127,53.29986,28.22331,22.39581,992.0344
8.679574490,-6.489455,-31.77703,-42.1397,0.06111269,0.03918793,0.9552535,53.29986,28.22331,22.39581,992.0344
8.689620495,-8.759162,-28.00514,-35.09662,0.1072395,0.0650747,0.9522013,53.29986,28.22331,22.39581,992.0344
8.699666500,-6.550798,-25.73003,-30.19708,0.1385318,0.1849433,0.9785377,53.29986,28.22331,22.39581,992.0344
8.709712028,-8.513788,-15.19267,-31.42197,0.1802577,0.2932595,1.005528,58.63632,33.81175,41.87139,992.0344
8.719757557,-12.56246,-8.2476,-42.93588,0.2002753,0.3276852,0.9884326,58.63632,33.81175,41.87139,992.0344
8.729803085,-18.32874,-8.367343,-58.73688,0.2305825,0.2992234,1.006338,58.63632,33.81175,41.87139,992.0344
8.739849091,-26.7328,-0.943297,-66.33115,0.2620952,0.2215433,1.037556,58.63632,33.81175,41.87139,992.0344
8.749895096,-31.57893,13.84492,-71.59815,0.1835891,0.1162487,1.001251,58.63632,33.81175,41.87139,992.0344
8.757429600,-29.06385,21.68807,-74.47662,0.1169749,0.00181329,0.9709135,66.66869,40.94272,49.80576,992.0344
8.767475605,-24.3404,24.38228,-71.47566,0.02487683,-0.1199975,0.9084672,66.66869,40.94272,49.80576,992.0367
8.777521610,-21.57994,23.24472,-66.51488,-0.04282446,-0.1773264,0.9171925,66.66869,40.94272,49.80576,992.0367
8.787567139,-16.30441,22.88549,-63.45267,-0.07413194,-0.2435609,0.9408552,66.66869,40.94272,49.80576,992.0367
8.797613144,-11.51962,22.0473,-61.86033,-0.1369716,-0.2969737,0.9544271,66.66869,40.94272,49.80576,992.0367
8.807659149,-8.145727,18.03592,-62.16655,-0.1718886,-0.3510537,0.9731005,73.30151,44.56907,45.78184,992.035
8.817705154,-7.47095,14.98248,-60.26798,-0.2037824,-0.4152304,0.9805259,73.30151,44.56907,45.78184,992.035
8.827750206,-3.115565,15.04235,-49.91771,-0.2151822,-0.4747839,0.9888958,73.30151,44.56907,45.78184,992.035
8.837796211,3.080125,16.47926,-34.05547,-0.1514533,-0.4538939,0.9669611,73.30151,44.56907,45.78184,992.035
8.847841740,16.51434,13.84492,-23.154,-0.1174133,-0.3720674,0.9445743,73.30151,44.56907,45.78184,992.037
8.857887745,19.58151,10.67174,-19.29562,-0.09248953,-0.2935068,0.9542578,73.34084,42.09403,39.19945,992.037
8.867933750,18.78405,8.516374,-15.06977,-0.05419818,-0.2174241,0.9925531,73.34084,42.09403,39.19945,992.037
8.877979755,15.16479,12.6475,-12.43627,-0.01855833,-0.1608728,1.036193,73.34084,42.09403,39.19945,992.037
8.888025284,9.950592,12.58762,-10.78268,0.01436532,-0.129928,1.051043,73.34084,42.09403,39.19945,992.037
8.898071289,5.288489,6.480749,-15.55972,0.04267778,-0.1114005,1.092953,73.34084,42.09403,39.19945,992.037
8.908117294,1.362508,-0.3445836,-26.64492,0.04208968,-0.1244264,1.143448,71.52209,37.77902,36.7155,992.037
8.918163300,0.6263865,-6.271846,-34.30045,0.02070444,-0.2353415,1.173286,71.52209,37.77902,36.7155,992.037
8.928208828,6.576702,-8.067986,-31.29948,-0.002458978,-0.3286377,1.18579,71.52209,37.77902,36.7155,992.0336
8.938254833,14.24463,-4.415834,-20.21428,0.00940891,-0.3045798,1.175701,71.52209,37.77902,36.7155,992.0336
8.948300838,18.96808,-1.661753,-12.86498,0.04844262,-0.1579704,1.150839,71.52209,37.77902,36.7155,992.0336
8.958345890,14.73538,1.810784,-14.57982,0.07770819,-0.005802336,1.147702,71.17567,29.83094,34.53151,992.0336
8.968391895,3.325499,4.624737,-21.13294,0.109236,0.05388342,1.15503,71.17567,29.83094,34.53151,992.0319
8.978437901,-2.747504,1.571299,-22.54156,0.09988631,0.05290761,1.139734,71.17567,29.83094,34.53151,992.0319
8.988483429,-0.1710784,-6.092232,-25.66501,0.1000561,0.04168706,1.144283,71.17567,29.83094,34.53151,992.0319
8.998529434,5.411176,-7.34953,-31.72819,0.1209194,0.08395492,1.120644,71.17567,29.83094,34.53151,992.0319
9.008575439,8.110289,-6.45146,-36.93394,0.133013,0.1373351,1.026405,68.60979,28.40301,33.65907,992.0342
9.018621445,7.619541,-7.828501,-43.60956,0.1267049,0.1773306,0.9353335,68.60979,28.40301,33.65907,992.0342
9.028666973,1.607882,-9.265412,-47.03924,0.1241428,0.1736884,0.896953,68.60979,28.40301,33.65907,992.0342
9.038712978,-2.011382,-3.936864,-46.73302,0.1425543,0.1529468,0.9035938,68.60979,28.40301,33.65907,992.0342
9.048758983,-5.017212,6.480749,-49.36652,0.1124198,0.1573426,0.850688,68.60979,28.40301,33.65907,992.0342
9.058804989,-6.489455,7.259076,-55.79716,0.09577303,0.124343,0.7451822,72.97955,29.03973,40.72149,992.0342
9.068850517,-5.323929,-1.54201,-60.14549,0.06792121,0.06795436,0.6924028,72.97955,29.03973,40.72149,992.0342
9.078896522,-9.802001,-4.775063,-55.98089,0.06554718,0.02941404,0.7030879,72.97955,29.03973,40.72149,992.0342
9.088942528,-11.82633,-3.637507,-49.36652,0.05444064,-0.01601568,0.7098418,72.97955,29.03973,40.72149,992.0366
9.098987579,-11.70365,-7.289659,-45.07942,0.02068094,-0.07751448,0.7470301,72.97955,29.03973,40.72149,992.0366
9.109033584,-9.495284,-13.57615,-38.83252,-0.007398305,-0.148004,0.8256646,79.9268,34.75337,45.82728,992.0366
9.119079590,-5.998707,-14.41435,-29.76837,-0.008633273,-0.2042635,0.9327149,79.9268,34.75337,45.82728,992.0366
9.129125118,-2.50213,-12.73795,-19.05064,-0.01833761,-0.2262626,0.9974367,79.9268,34.75337,45.82728,992.0331
9.139171123,3.386842,-14.65383,-10.66019,0.005330019,-0.2143893,1.076589,79.9268,34.75337,45.82728,992.0331
9.149217129,7.06745,-15.85126,-8.761619,0.01307804,-0.1557954,1.126652,79.9268,34.75337,45.82728,992.0331
9.159263134,5.84058,-16.27036,-10.5377,0.04049238,-0.1033034,1.17935,81.40238,37.65902,44.21809,992.0331
9.169308662,3.325499,-13.45641,-20.82672,0.04072017,-0.04640049,1.182001,81.40238,37.65902,44.21809,992.0314
9.179354667,0.4423561,-13.57615,-39.44496,0.02953498,-0.05283371,1.178093,81.40238,37.65902,44.21809,992.0314
9.189400673,-4.342434,-12.73795,-52.61246,-0.01411368,-0.1464877,1.20507,81.40238,37.65902,44.21809,992.0314
9.199446678,-9.924688,0.852843,-55.79716,-0.02870505,-0.2131288,1.245875,81.40238,37.65902,44.21809,992.0314
9.209492206,-10.84484,15.82068,-56.47084,-0.05469906,-0.1792317,1.223751,76.62357,31.51037,45.75586,992.0334
9.219538212,-14.21873,21.74794,-67.24981,-0.03935273,-0.1173064,1.230258,76.62357,31.51037,45.75586,992.0334
9.229584217,-18.94218,22.70588,-81.70344,-0.05837975,-0.01767829,1.212373,76.62357,31.51037,45.75586,992.0334
9.239629268,-22.31607,21.38871,-104.1188,-0.05382718,0.1222401,1.113317,76.62357,31.51037,45.75586,992.0334
9.249675274,-29.61594,15.94042,-134.4347,-0.01211881,0.141783,0.9726924,72.2087,32.25015,46.53836,992.0317
9.259721279,-41.51657,-14.59396,-159.7285,0.05181036,0.09589045,0.9028716,72.2087,32.25015,46.53836,992.0317
9.269766807,-47.3442,-45.54744,-184.1037,0.1115861,0.1174051,0.988259,72.2087,32.25015,46.53836,992.0317
9.279812813,-35.99566,-48.12191,-202.477,0.1941671,-0.00310501,1.041273,72.2087,32.25015,46.53836,992.0317
9.289858818,-12.80783,-36.20752,-207.499,0.198977,-0.1559931,1.000623,72.2087,32.25015,46.53836,992.0341
9.297393322,9.275814,-33.33369,-204.8043,0.1898652,-0.1763875,0.9801208,72.2087,32.25015,46.53836,992.0341
9.307439327,45.16174,-39.26095,-199.9047,0.1992008,-0.2128273,0.9893497,75.08009,39.74305,57.34384,992.0341
9.317485332,80.18885,-46.14616,-190.5956,0.2505503,-0.215832,1.087192,75.08009,39.74305,57.34384,992.0341
9.327530861,109.4497,-44.88886,-195.5564,0.3000089,0.07470252,1.090251,75.08009,39.74305,57.34384,992.0341
9.337576866,134.6005,-44.29015,-216.0732,0.3290098,0.2125674,0.9804809,75.08009,39.74305,57.34384,992.0341
9.347621918,154.4144,-54.22879,-228.6895,0.3021598,0.1802745,0.8942044,75.08009,39.74305,57.34384,992.0341
9.357667923,169.0755,-64.40691,-228.0158,0.2836417,0.1699368,0.8797161,83.50147,53.80429,60.00284,992.0341
9.367713928,180.056,-66.86164,-221.2177,0.3414733,0.2102972,0.912831,83.50147,53.80429,60.00284,992.0341
9.377759933,198.3363,-69.19662,-225.4436,0.3365891,0.3741148,0.8560069,83.50147,53.80429,60.00284,992.0341
9.387805462,220.1133,-76.9799,-243.8781,0.3325608,0.5410017,0.7800851,83.50147,53.80429,60.00284,992.0341
9.397851467,241.7675,-82.6078,-272.1729,0.3187979,0.6523055,0.771042,80.54734,48.71396,63.61036,992.0341
9.407897472,257.4715,-76.08183,-290.9749,0.4233905,0.3770861,0.7952468,80.54734,48.71396,63.61036,992.0323
9.417943477,261.4588,-63.92794,-280.992,0.2182207,0.5872563,0.8487524,80.54734,48.71396,63.61036,992.0323
9.427989006,249.006,-41.59594,-265.0073,0.1988719,0.4349894,0.8820077,80.54734,48.71396,63.61036,992.0323
9.438035011,236.1853,-28.18475,-227.4646,0.09912448,0.3979944,0.7840555,80.54734,48.71396,63.61036,992.0323
9.448081016,232.6273,-30.51974,-204.498,-0.04376646,0.3971066,0.6655568,79.06261,43.97822,67.23888,992.0347
9.458127022,245.2641,-27.8854,-189.6769,-0.02028781,0.3163435,0.639277,79.06261,43.97822,67.23888,992.0347
9.468172550,269.3721,-12.07936,-177.9181,-0.04881094,0.311958,0.5924013,79.06261,43.97822,67.23888,992.0347
9.478218555,303.7244,-0.6439403,-172.7123,-0.09519652,0.2836477,0.5273909,79.06261,43.97822,67.23888,992.0347
9.488263607,329.3047,0.5534864,-159.3611,-0.1102555,0.2599786,0.4790719,79.06261,43.97822,67.23888,992.0313
9.498309612,333.2306,-5.433647,-153.4816,-0.1436622,0.3949435,0.5276377,78.33514,31.65386,68.38174,992.0313
9.508355617,311.8831,-17.2283,-160.7697,-0.2201271,0.5066903,0.6185704,78.33514,31.65386,68.38174,992.0313
9.518401623,265.0781,-36.32726,-157.1563,-0.118406,0.3248866,0.8358903,78.33514,31.65386,68.38174,992.0313
9.528447151,236.7374,-50.75625,-134.0672,-0.02021469,-0.1245652,0.9914762,78.33514,31.65386,68.38174,992.0313
9.538493156,221.8922,-23.09569,-97.4432,0.009402607,-0.2325448,1.171013,78.33514,31.65386,68.38174,992.0313
9.548539162,239.5591,35.21899,-77.04888,0.0004938999,-0.0424344,1.170811,77.21889,18.20697,73.58396,992.0313
9.558585167,260.4773,82.3976,-70.43451,-0.1023396,0.2471411,0.9165233,77.21889,18.20697,73.58396,992.0313
9.568630695,248.3926,96.70685,-62.84024,-0.1719357,0.5993478,0.7352356,77.21889,18.20697,73.58396,992.0336
9.578676700,212.384,91.91714,-52.00002,-0.2044007,0.7384018,0.5592516,77.21889,18.20697,73.58396,992.0336
9.588722706,160.1194,70.30359,-22.1741,-0.2029921,0.6879737,0.2731863,77.21889,18.20697,73.58396,992.0336
9.598768711,116.2588,41.62522,-4.535769,-0.2588665,0.6382575,0.3251158,83.80354,27.92315,77.00585,992.0336
9.608814239,86.07782,44.55892,9.979104,-0.1853604,0.6040338,0.4715025,83.80354,27.92315,77.00585,992.0319
9.618860245,74.11585,62.16109,24.61647,-0.1808069,0.7023636,0.4711825,83.80354,27.92315,77.00585,992.0319
9.628906250,67.18404,66.17247,9.48915,-0.1745664,0.7281902,0.4094351,83.80354,27.92315,77.00585,992.0319
9.638951301,62.82865,62.52032,1.282429,-0.172424,0.6870058,0.3237682,83.80354,27.92315,77.00585,992.0319
9.648997307,73.99316,48.63017,-3.433373,-0.2143781,0.6230338,0.1535589,79.42649,19.65214,72.79679,992.0357
9.659043312,84.85095,17.67669,-1.412315,-0.209619,0.5436817,0.1025057,79.42649,19.65214,72.79679,992.0357
9.669088840,86.13917,-2.080852,11.14274,-0.2330823,0.6031501,0.1800583,79.42649,19.65214,72.79679,992.0357
9.679134846,86.69126,-8.367343,25.90259,-0.145814,0.5953581,0.1947415,79.42649,19.65214,72.79679,992.0357
9.689180851,65.58911,-7.828501,38.39641,-0.1768793,0.9349762,0.4018893,79.42649,19.65214,72.79679,992.0322
9.699226856,59.20939,4.145766,32.21074,-0.1210827,1.034758,0.4884907,71.7457,8.863201,68.4598,992.0322
9.709272385,46.26592,9.833543,24.249,-0.09931484,1.139674,0.4149364,71.7457,8.863201,68.4598,992.0322
9.719318390,37.67783,8.995344,4.405883,-0.1679782,1.205429,0.3554091,71.7457,8.863201,68.4598,992.0322
9.729364395,21.1151,-7.529144,-10.96641,-0.1075304,0.9852339,0.2986491,71.7457,8.863201,68.4598,992.0322
9.739410400,5.717893,-22.79633,-8.577886,-0.09056565,0.7650111,0.3719243,71.7457,8.863201,68.4598,992.0322
9.749455929,1.669225,-27.22681,-11.15014,-0.1577229,0.6512669,0.4455383,73.94329,9.202774,69.69913,992.0322
9.759501934,-1.704665,-27.8854,-11.15014,-0.1360427,0.5636904,0.5493997,73.94329,9.202774,69.69913,992.0322
9.769547939,-4.955868,-16.3901,-2.453466,-0.1738783,0.5758638,0.5508245,73.94329,9.202774,69.69913,992.0363
9.779593944,-5.630646,-6.092232,5.875743,-0.1956808,0.5903243,0.532573,73.94329,9.202774,69.69913,992.0363
9.789638996,-2.992878,9.115088,17.81836,-0.1628334,0.6900914,0.5163233,73.94329,9.202774,69.69913,992.0363
9.799685001,1.669225,22.28678,25.29015,-0.1363424,0.8105674,0.4516967,69.93563,7.103367,63.90002,992.0363
9.809730530,0.3196692,31.38722,23.51407,-0.08082405,0.8984466,0.4360271,69.93563,7.103367,63.90002,992.038
9.819776535,-6.428111,37.4941,17.69587,-0.0853466,0.9398344,0.4235247,69.93563,7.103367,63.90002,992.038
9.829822540,-12.25574,37.55397,13.59251,-0.1020888,0.8815761,0.4453623,69.93563,7.103367,63.90002,992.038
9.839868545,-14.34142,41.02651,11.26523,-0.1367481,0.8526174,0.4885187,69.93563,7.103367,63.90002,992.038
9.849914074,-16.97919,55.15614,14.38869,-0.1751886,0.8768666,0.5007418,67.74433,7.137236,61.45467,992.0363
9.857449055,-15.875,66.83105,18.982,-0.240099,0.8642548,0.386835,67.74433,7.137236,61.45467,992.0363
9.867494583,-10.72215,83.71477,24.55522,-0.2739511,0.9866436,0.2919258,67.74433,7.137236,61.45467,992.0363
9.877540588,-10.35409,97.84441,32.39448,-0.2636968,1.191806,0.1286148,67.74433,7.137236,61.45467,992.0363
9.887586594,-18.94218,95.15019,29.45476,-0.2363301,1.365123,0.09097552,67.74433,7.137236,61.45467,992.0363
9.897632122,-31.14952,77.90725,20.88057,-0.187246,1.371986,0.03337856,62.63714,2.931048,55.55795,992.0346
9.907677650,-41.82328,46.83403,8.386755,-0.1477599,1.308428,0.1424451,62.63714,2.931048,55.55795,992.0346
9.917723656,-45.38121,28.75289,0.1800338,-0.1459237,1.222625,0.3029701,62.63714,2.931048,55.55795,992.0346
9.927769184,-28.38907,22.88549,-7.781711,-0.1884994,1.150227,0.4185231,62.63714,2.931048,55.55795,992.0346
9.937815189,-5.017212,28.21404,-5.331944,-0.2038459,1.146667,0.4803168,62.63714,2.931048,55.55795,992.0386
9.947861195,-0.2937654,43.24175,10.89777,-0.1730885,1.29847,0.5959455,54.22935,-4.937232,49.20366,992.0386
9.957907200,4.675055,67.90874,19.65569,-0.2292714,1.502304,0.5689938,54.22935,-4.937232,49.20366,992.0386
9.967952728,4.736398,83.53516,16.65472,-0.2168331,1.541795,0.511815,54.22935,-4.937232,49.20366,992.0386
9.977998734,6.576702,89.22293,15.49108,-0.2787484,1.495961,0.4220884,54.22935,-4.937232,49.20366,992.0386
9.988044739,18.41599,86.04975,18.61454,-0.3054117,1.399762,0.2937348,54.22935,-4.937232,49.20366,992.0386
9.998090744,27.43348,74.43472,24.18776,-0.3112739,1.479652,0.2030336,51.37569,-8.510542,45.44126,992.0386
10.008136272,22.28063,53.95872,17.08343,-0.3261629,1.612934,0.1140008,51.37569,-8.510542,45.44126,992.0386
10.018182278,4.306994,14.56338,-4.597013,-0.2396934,1.537906,0.07456708,51.37569,-8.510542,45.44126,992.0386
10.028228283,-18.08337,-31.83691,-15.68221,-0.1011214,1.299698,0.1506249,51.37569,-8.510542,45.44126,992.0386
10.038273811,-27.46892,-55.12685,-19.41811,-0.05859834,1.166836,0.2950749,44.79598,-16.40371,40.76399,992.0386
10.048319816,-22.13204,-59.79682,-29.27842,0.01729052,0.9682489,0.3694478,44.79598,-16.40371,40.76399,992.0386
10.058365345,-8.575131,-54.88737,-35.09662,0.07825103,0.7689465,0.3835382,44.79598,-16.40371,40.76399,992.0403
10.068410873,3.264155,-51.23522,-34.42294,0.07031567,0.6713225,0.2818734,44.79598,-16.40371,40.76399,992.0403
10.078456878,8.232976,-59.13824,-28.84971,0.06162615,0.6145573,0.2462238,44.79598,-16.40371,40.76399,992.0403
10.088502884,8.355662,-69.07687,-26.39994,0.01888469,0.6071938,0.1835566,45.16394,-18.94547,41.18893,992.0403
10.098548889,5.472519,-84.34407,-28.91096,0.01024038,0.56367,0.199917,45.16394,-18.94547,41.18893,992.0403
10.108594417,-4.342434,-85.24213,-21.74539,0.05193521,0.5598528,0.3260528,45.16394,-18.94547,41.18893,992.0403
10.118640423,-9.802001,-69.01701,-12.00756,0.03024587,0.6267833,0.3841177,45.16394,-18.94547,41.18893,992.0403
