"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2,814697265E0	1,455688477E0	-6,610870361E-1	1,005624390E1	1,018253929E1
2,818664550E0	1,417373657E0	-5,461730957E-1	9,903015137E0	1,001883037E1
2,822601318E0	1,264144897E0	-6,227874756E-1	9,788085938E0	9,889011724E0
2,826538085E0	1,187530518E0	-8,526306152E-1	9,634857178E0	9,745136250E0
2,830474853E0	1,225845337E0	-1,120773315E0	9,596557617E0	9,739237533E0
2,834411621E0	1,187530518E0	-1,197387695E0	9,634857178E0	9,781331139E0
2,838348388E0	1,187530518E0	-1,235702515E0	9,596557617E0	9,748389997E0
2,842315673E0	1,110916138E0	-1,197387695E0	9,596557617E0	9,734566763E0
2,846252441E0	1,034301758E0	-1,197387695E0	9,634857178E0	9,763912651E0
2,850189209E0	9,960021973E-1	-1,082473755E0	9,673171997E0	9,784376643E0
2,854125976E0	9,193878174E-1	-8,909301758E-1	9,749786377E0	9,833481832E0
2,858062744E0	8,427734375E-1	-7,760162354E-1	9,749786377E0	9,816863178E0
2,862030029E0	6,129302979E-1	-2,014007568E-1	9,673171997E0	9,694663599E0
2,865966796E0	2,298431396E-1	6,030578613E-1	9,596557617E0	9,618233973E0
2,869903564E0	4,213867188E-1	2,966003418E-1	9,366714478E0	9,380878351E0
2,873840332E0	5,363159180E-1	6,675720215E-2	9,098556519E0	9,114593903E0
2,877777099E0	6,895446777E-1	-1,247863770E-1	8,715484619E0	8,743609990E0
2,881744384E0	8,427734375E-1	-3,163299561E-1	8,370727539E0	8,418991106E0
2,885681152E0	8,810729980E-1	-4,312438965E-1	7,872726440E0	7,933604637E0
2,889617919E0	6,895446777E-1	-4,312438965E-1	7,489654541E0	7,533682254E0
2,893554687E0	4,213867188E-1	-2,780151367E-1	7,298110962E0	7,315550751E0
2,897491455E0	2,681579590E-1	-8,647155762E-2	7,259811401E0	7,265276843E0
2,901458740E0	3,064575195E-1	2,844238281E-2	7,336425781E0	7,342878756E0
2,905395507E0	1,915435791E-1	2,199859619E-1	7,604568481E0	7,610160613E0
2,909332275E0	1,915435791E-1	3,348999023E-1	7,949340820E0	7,958697529E0
2,913269043E0	3,064575195E-1	4,498291016E-1	8,332412720E0	8,350171505E0
2,917205810E0	1,264144897E0	2,199859619E-1	9,060256958E0	9,150667314E0
2,921173095E0	2,030288696E0	-1,630859375E-1	1,001792908E1	1,022289451E1
2,925109863E0	1,570602417E0	-3,163299561E-1	1,055422974E1	1,067514037E1
2,929046630E0	4,597015381E-1	-2,397155762E-1	1,097561646E1	1,098785446E1
2,932983398E0	-4,596862793E-1	-8,647155762E-2	1,151191711E1	1,152141590E1
2,936920166E0	-9,576721191E-1	-9,857177734E-3	1,185667419E1	1,189529134E1
2,940856933E0	-1,647201538E0	-9,857177734E-3	1,212483215E1	1,223621366E1
2,944824218E0	-1,991973877E0	-4,817199707E-2	1,216313171E1	1,232526079E1
2,948760986E0	-2,298431396E0	-1,247863770E-1	1,200990295E1	1,222849653E1
2,952697753E0	-2,528274536E0	-1,247863770E-1	1,181837463E1	1,208642721E1
2,956634521E0	-2,489959717E0	-1,630859375E-1	1,151191711E1	1,177925006E1
2,960571289E0	-2,413345337E0	-8,647155762E-2	1,124375916E1	1,150016665E1
2,964508056E0	-2,260116577E0	-4,817199707E-2	1,074577332E1	1,098098773E1
2,968475341E0	-2,068588257E0	-9,857177734E-3	1,028608704E1	1,049203227E1
2,972412109E0	-1,915359497E0	6,675720215E-2	9,864700317E0	1,004914777E1
2,976348877E0	-1,800430298E0	2,844238281E-2	9,519943237E0	9,688739725E0
2,980285644E0	-1,570587158E0	2,199859619E-1	9,251785278E0	9,386728327E0
2,984222412E0	-1,455673218E0	3,348999023E-1	9,021942139E0	9,144757100E0
2,988189697E0	-1,302444458E0	5,264434814E-1	8,830413818E0	8,941460312E0
2,992126464E0	-1,187515259E0	6,030578613E-1	8,677185059E0	8,778804692E0
2,996063232E0	-1,225830078E0	7,945861816E-1	8,523956299E0	8,648228580E0
3,000000000E0	-7,661437988E-1	5,264434814E-1	9,711471558E0	9,755859720E0
3,003936767E0	-3,447570801E-1	2,966003418E-1	1,143530273E1	1,144434261E1
3,007904052E0	-1,915283203E-1	2,966003418E-1	1,174176025E1	1,174706724E1
3,011840820E0	-6,129150391E-1	4,498291016E-1	1,105223083E1	1,107834904E1
3,015777587E0	-8,810577393E-1	6,030578613E-1	1,059254456E1	1,064621725E1
3,019714355E0	-1,225830078E0	7,179718018E-1	1,051593018E1	1,061145279E1
3,023651123E0	-1,302444458E0	8,712005615E-1	1,070745850E1	1,082150726E1
3,027587890E0	-1,225830078E0	9,861297607E-1	1,093730164E1	1,104987232E1
3,031555175E0	-1,110900879E0	1,062744141E0	1,097561646E1	1,108276511E1
3,035491943E0	-1,072601318E0	1,254272461E0	1,093730164E1	1,106111387E1
3,039428710E0	-9,959869385E-1	1,369201660E0	1,086068726E1	1,099187113E1
3,043365478E0	-8,810577393E-1	1,484115601E0	1,086068726E1	1,099697183E1
3,047302246E0	-9,576721191E-1	1,560729980E0	1,086068726E1	1,101397029E1
3,051269531E0	-9,576721191E-1	1,560729980E0	1,086068726E1	1,101397029E1
3,055206298E0	-1,379058838E0	1,599044800E0	1,078407288E1	1,098885687E1
3,059143066E0	-1,762130737E0	1,599044800E0	1,051593018E1	1,078178262E1
3,063079834E0	-1,953659058E0	1,637344360E0	1,024777222E1	1,056004336E1
3,067016601E0	-1,991973877E0	1,599044800E0	9,941314697E0	1,026424094E1
3,070983886E0	-1,800430298E0	1,445816040E0	9,749786377E0	1,001949438E1
3,074920654E0	-1,455673218E0	1,139358521E0	9,711471558E0	9,885838466E0
3,078857421E0	-1,302444458E0	8,712005615E-1	9,788085938E0	9,912718008E0
3,082794189E0	-1,685516357E0	9,478149414E-1	9,788085938E0	9,977271414E0
3,086730957E0	-1,838745117E0	1,101043701E0	9,826400757E0	1,005740686E1
3,090667724E0	-1,991973877E0	1,139358521E0	9,864700317E0	1,012810003E1
3,094635009E0	-1,953659058E0	1,215972900E0	1,005624390E1	1,031617250E1
3,098571777E0	-1,800430298E0	1,215972900E0	1,040100098E1	1,062548637E1
3,102508544E0	-1,647201538E0	1,215972900E0	1,078407288E1	1,097670674E1
3,106445312E0	-1,455673218E0	1,177658081E0	1,109053040E1	1,124747650E1
3,110382080E0	-1,417358398E0	1,101043701E0	1,132037354E1	1,146176509E1
3,114349365E0	-1,264129639E0	1,139358521E0	1,139698792E1	1,152334566E1
3,118286132E0	-1,149215698E0	1,101043701E0	1,132037354E1	1,143170376E1
3,122222900E0	-7,278289795E-1	1,101043701E0	1,086068726E1	1,094059230E1
3,126159668E0	-5,746002197E-1	1,024429321E0	1,040100098E1	1,046711241E1
3,130096435E0	-4,596862793E-1	9,861297607E-1	1,013285828E1	1,019110299E1
3,134063720E0	-5,746002197E-1	1,062744141E0	1,005624390E1	1,012855527E1
3,138000488E0	-6,512145996E-1	1,139358521E0	9,979629517E0	1,006554636E1
3,141937255E0	-7,278289795E-1	1,139358521E0	9,941314697E0	1,003282666E1
3,145874023E0	-6,895294189E-1	1,139358521E0	9,864700317E0	9,954190123E0
3,149810791E0	-7,278289795E-1	1,177658081E0	9,864700317E0	9,961371689E0
3,153747558E0	-7,661437988E-1	1,177658081E0	9,749786377E0	9,850491829E0
3,157714843E0	-8,427581787E-1	1,215972900E0	9,788085938E0	9,899265516E0
3,161651611E0	-8,810577393E-1	1,215972900E0	9,673171997E0	9,789030050E0
3,165588378E0	-9,193725586E-1	1,254272461E0	9,711471558E0	9,835198276E0
3,169525146E0	-1,034286499E0	1,254272461E0	9,673171997E0	9,808832981E0
3,173461914E0	-1,110900879E0	1,330886841E0	9,673171997E0	9,827289404E0
3,177429199E0	-1,187515259E0	1,369201660E0	9,673171997E0	9,841502028E0
3,181365966E0	-1,149215698E0	1,369201660E0	9,634857178E0	9,799279705E0
3,185302734E0	-1,072601318E0	1,292587280E0	9,673171997E0	9,817917903E0
3,189239502E0	-8,810577393E-1	1,062744141E0	9,788085938E0	9,884953928E0
3,193176269E0	-6,512145996E-1	5,264434814E-1	1,013285828E1	1,016740085E1
3,197143554E0	-4,213714600E-1	3,732147217E-1	1,055422974E1	1,056922932E1
3,201080322E0	-2,681427002E-1	3,348999023E-1	1,063084412E1	1,063949741E1
3,205017089E0	-2,298431396E-1	2,582855225E-1	1,047761536E1	1,048331831E1
3,208953857E0	-3,830718994E-1	2,966003418E-1	1,032438660E1	1,033574741E1
3,212890625E0	-5,363006592E-1	3,732147217E-1	1,032438660E1	1,034504066E1
3,216827392E0	-6,512145996E-1	4,498291016E-1	1,028608704E1	1,031649229E1
3,220794677E0	-6,512145996E-1	5,647430420E-1	1,028608704E1	1,032214133E1
3,224731445E0	-6,129150391E-1	6,796722412E-1	1,024777222E1	1,028855940E1
3,228668212E0	-6,512145996E-1	8,329010010E-1	1,020947266E1	1,026407017E1
3,232604980E0	-6,129150391E-1	8,712005615E-1	1,024777222E1	1,030298455E1
3,236541748E0	-5,363006592E-1	9,095153809E-1	1,020947266E1	1,026392559E1
3,240509033E0	-5,363006592E-1	9,861297607E-1	9,903015137E0	9,966432617E0
3,244445800E0	-5,363006592E-1	9,478149414E-1	9,673171997E0	9,734281075E0
3,248382568E0	-6,129150391E-1	1,024429321E0	9,481628418E0	9,556484591E0
3,252319335E0	-7,278289795E-1	9,861297607E-1	9,213485718E0	9,294649321E0
3,256256103E0	-6,895294189E-1	9,861297607E-1	8,907028198E0	8,987939366E0
3,260192871E0	-6,895294189E-1	8,712005615E-1	8,677185059E0	8,748027308E0
3,264160156E0	-6,895294189E-1	7,945861816E-1	8,447341919E0	8,512602629E0
3,268096923E0	-5,746002197E-1	7,179718018E-1	8,064270020E0	8,116532503E0
3,272033691E0	-5,363006592E-1	6,796722412E-1	7,949340820E0	7,996348681E0
3,275970459E0	-3,447570801E-1	6,796722412E-1	7,911041260E0	7,947665419E0
3,279907226E0	-1,915283203E-1	7,179718018E-1	7,911041260E0	7,945863101E0
3,283874511E0	-7,661437988E-2	7,179718018E-1	7,949340820E0	7,982065694E0
3,287811279E0	-7,661437988E-2	8,329010010E-1	8,179183960E0	8,221839459E0
3,291748046E0	-1,532287598E-1	1,024429321E0	8,562255859E0	8,624683176E0
3,295684814E0	-2,298431396E-1	1,139358521E0	9,098556519E0	9,172496739E0
3,299621582E0	-4,596862793E-1	1,407501221E0	9,864700317E0	9,975203432E0
3,303558349E0	-6,895294189E-1	1,599044800E0	1,074577332E1	1,088595606E1
3,307525634E0	-9,576721191E-1	1,752273560E0	1,155021667E1	1,172156576E1
3,311462402E0	-1,302444458E0	1,752273560E0	1,208651733E1	1,228213033E1
3,315399169E0	-1,685516357E0	1,637344360E0	1,246958923E1	1,268907079E1
3,319335937E0	-2,068588257E0	1,484115601E0	1,273774719E1	1,298968283E1
3,323272705E0	-2,336730957E0	1,292587280E0	1,304420471E1	1,331474258E1
3,327209472E0	-2,528274536E0	1,177658081E0	1,315911865E1	1,345144804E1
3,331176757E0	-2,643188477E0	1,062744141E0	1,304420471E1	1,335167207E1
3,335113525E0	-2,566574097E0	1,062744141E0	1,273774719E1	1,303713662E1
3,339050293E0	-2,489959717E0	1,139358521E0	1,246958923E1	1,276670251E1
3,342987060E0	-2,336730957E0	1,330886841E0	1,204821777E1	1,234467994E1
3,346923828E0	-2,145202637E0	1,407501221E0	1,143530273E1	1,171960335E1
3,350891113E0	-2,068588257E0	1,484115601E0	1,074577332E1	1,104324683E1
3,354827880E0	-1,953659058E0	1,522430420E0	1,017115784E1	1,046838239E1
3,358764648E0	-1,838745117E0	1,522430420E0	9,558242798E0	9,851841623E0
3,362701416E0	-1,685516357E0	1,599044800E0	9,136871338E0	9,427636369E0
3,366638183E0	-1,532287598E0	1,637344360E0	8,677185059E0	8,962273282E0
3,370574951E0	-1,302444458E0	1,637344360E0	8,447341919E0	8,702576838E0
3,374542236E0	-1,034286499E0	1,675659180E0	8,255798340E0	8,487389968E0
3,378479003E0	-8,044433594E-1	1,637344360E0	8,102569580E0	8,305399417E0
3,382415771E0	-7,278289795E-1	1,522430420E0	7,987655640E0	8,163955660E0
3,386352539E0	-6,129150391E-1	1,369201660E0	8,064270020E0	8,202611107E0
3,390289306E0	-5,363006592E-1	1,254272461E0	8,255798340E0	8,367737091E0
3,394226074E0	-4,979858398E-1	1,101043701E0	8,485641479E0	8,571254193E0
3,398193359E0	-5,363006592E-1	1,062744141E0	8,792098999E0	8,872319218E0
3,402130127E0	-7,278289795E-1	9,478149414E-1	8,907028198E0	8,986837014E0
3,406066894E0	-8,044433594E-1	8,712005615E-1	9,060256958E0	9,137525687E0
3,410003662E0	-1,034286499E0	8,712005615E-1	9,098556519E0	9,198503666E0
3,413940429E0	-1,187515259E0	9,478149414E-1	9,098556519E0	9,224547489E0
3,417877197E0	-1,340744019E0	1,101043701E0	9,060256958E0	9,224865739E0
3,421844482E0	-1,493972778E0	1,177658081E0	8,983642578E0	9,182846356E0
3,425781250E0	-1,608901978E0	1,254272461E0	8,945327759E0	9,175001564E0
3,429718017E0	-1,800430298E0	1,254272461E0	8,907028198E0	9,173325460E0
3,433654785E0	-1,877044678E0	1,215972900E0	8,792098999E0	9,072094115E0
3,437591552E0	-1,915359497E0	1,062744141E0	8,792098999E0	9,060851611E0
3,441528320E0	-1,838745117E0	8,712005615E-1	8,715484619E0	8,949840567E0
3,445495605E0	-1,723815918E0	7,179718018E-1	8,677185059E0	8,875841671E0
3,449432373E0	-1,493972778E0	6,413574219E-1	8,677185059E0	8,828184102E0
3,453369140E0	-1,110900879E0	6,413574219E-1	8,638870239E0	8,733585696E0
3,457305908E0	-8,810577393E-1	6,796722412E-1	8,677185059E0	8,748243117E0
3,461242675E0	-6,129150391E-1	7,179718018E-1	8,792098999E0	8,842632705E0
3,465179443E0	-3,064575195E-1	7,945861816E-1	8,983642578E0	9,023919181E0
3,469146728E0	-7,661437988E-2	9,095153809E-1	9,213485718E0	9,258585587E0
3,473083496E0	7,661437988E-2	9,478149414E-1	9,596557617E0	9,643554377E0
3,477020263E0	1,915435791E-1	9,478149414E-1	9,826400757E0	9,873864185E0
3,480957031E0	7,661437988E-2	8,329010010E-1	1,032438660E1	1,035821184E1
3,484893798E0	-7,661437988E-2	9,095153809E-1	1,078407288E1	1,082262980E1
3,488830566E0	-2,298431396E-1	1,024429321E0	1,089900208E1	1,094945339E1
3,492797851E0	-5,746002197E-1	1,101043701E0	1,124375916E1	1,131214315E1
3,496734619E0	-8,427581787E-1	1,407501221E0	1,132037354E1	1,143862570E1
3,500671386E0	-1,417358398E0	1,713958740E0	1,139698792E1	1,161197197E1
3,504608154E0	-1,800430298E0	1,943801880E0	1,105223083E1	1,136537379E1
3,508544921E0	-2,145202637E0	2,097030640E0	1,082238770E1	1,123047226E1
3,512481689E0	-2,260116577E0	2,211959839E0	1,036270142E1	1,083450386E1
3,516448974E0	-2,375045776E0	2,211959839E0	9,864700317E0	1,038488908E1
3,520385742E0	-2,489959717E0	2,211959839E0	9,443328857E0	1,001344724E1
3,524322509E0	-2,604888916E0	2,173645020E0	9,098556519E0	9,710505119E0
3,528259277E0	-2,566574097E0	2,173645020E0	8,753799438E0	9,377688408E0
3,532196044E0	-2,604888916E0	2,211959839E0	8,715484619E0	9,361510815E0
3,536132812E0	-2,528274536E0	2,211959839E0	8,753799438E0	9,376243548E0
3,540100097E0	-2,336730957E0	2,211959839E0	8,907028198E0	9,470386962E0
3,544036865E0	-2,106887817E0	2,250259399E0	9,136871338E0	9,642876204E0
3,547973632E0	-1,877044678E0	2,288574219E0	9,328399658E0	9,786721047E0
3,551910400E0	-1,608901978E0	2,288574219E0	9,596557617E0	9,996001982E0
3,555847168E0	-1,379058838E0	2,250259399E0	9,941314697E0	1,028567978E1
3,559783935E0	-1,034286499E0	2,135345459E0	1,020947266E1	1,048154477E1
3,563751220E0	-8,427581787E-1	2,020416260E0	1,051593018E1	1,074137378E1
3,567687988E0	-7,661437988E-1	1,982116699E0	1,063084412E1	1,084115352E1
3,571624755E0	-8,044433594E-1	1,867187500E0	1,078407288E1	1,097404875E1
3,575561523E0	-8,427581787E-1	1,675659180E0	1,093730164E1	1,109696545E1
3,579498291E0	-7,278289795E-1	1,522430420E0	1,181837463E1	1,193823724E1
3,583465576E0	-7,278289795E-1	1,445816040E0	1,239297485E1	1,249823767E1
3,587402343E0	-1,034286499E0	1,139358521E0	1,174176025E1	1,184216282E1
3,591339111E0	-1,302444458E0	1,062744141E0	1,116714478E1	1,129295839E1
3,595275878E0	-1,302444458E0	7,562866211E-1	1,109053040E1	1,119232753E1
3,599212646E0	-1,149215698E0	6,030578613E-1	1,120545959E1	1,128036791E1
3,603179931E0	-9,576721191E-1	6,030578613E-1	1,097561646E1	1,103381037E1
3,607116699E0	-8,427581787E-1	5,647430420E-1	1,043931580E1	1,048849323E1
3,611053466E0	-7,661437988E-1	6,030578613E-1	9,749786377E0	9,798417704E0
3,614990234E0	-7,278289795E-1	6,413574219E-1	9,290100098E0	9,340612089E0
3,618927002E0	-7,278289795E-1	7,179718018E-1	8,945327759E0	9,003560809E0
3,622863769E0	-6,129150391E-1	7,562866211E-1	8,907028198E0	8,960066162E0
3,626831054E0	-5,363006592E-1	8,329010010E-1	8,945327759E0	9,000012844E0
3,630767822E0	-5,746002197E-1	9,861297607E-1	9,021942139E0	9,093847221E0
3,634704589E0	-6,129150391E-1	1,139358521E0	9,021942139E0	9,114232970E0
3,638641357E0	-7,278289795E-1	1,330886841E0	8,907028198E0	9,035272333E0
3,642578125E0	-9,193725586E-1	1,522430420E0	8,868713379E0	9,045281493E0
3,646514892E0	-1,264129639E0	1,752273560E0	8,600570679E0	8,867823993E0
3,650482177E0	-1,532287598E0	1,905502319E0	8,485641479E0	8,830909109E0
3,654418945E0	-1,723815918E0	2,058731079E0	8,294113159E0	8,717925675E0
3,658355712E0	-1,685516357E0	2,173645020E0	8,332412720E0	8,774668073E0
3,662292480E0	-1,647201538E0	2,211959839E0	8,294113159E0	8,740615100E0
3,666229248E0	-1,532287598E0	2,288574219E0	8,562255859E0	8,994315018E0
3,670196533E0	-1,302444458E0	2,173645020E0	8,868713379E0	9,223620289E0
3,674133300E0	-1,072601318E0	2,020416260E0	9,290100098E0	9,567576249E0
3,678070068E0	-9,193725586E-1	1,790573120E0	9,558242798E0	9,767876094E0
3,682006835E0	-7,661437988E-1	1,522430420E0	9,673171997E0	9,822170187E0
3,685943603E0	-7,278289795E-1	1,254272461E0	9,788085938E0	9,894926010E0
3,689880371E0	-6,895294189E-1	1,101043701E0	9,826400757E0	9,911906975E0
3,693847656E0	-7,278289795E-1	1,062744141E0	9,941314697E0	1,002441510E1
3,697784423E0	-8,427581787E-1	9,861297607E-1	1,001792908E1	1,010156405E1
3,701721191E0	-9,193725586E-1	9,478149414E-1	1,013285828E1	1,021853296E1
3,705657959E0	-9,959869385E-1	9,861297607E-1	1,024777222E1	1,034317540E1
3,709594726E0	-8,427581787E-1	1,024429321E0	1,040100098E1	1,048525241E1
3,713562011E0	-7,278289795E-1	1,024429321E0	1,070745850E1	1,078094884E1
3,717498779E0	-6,895294189E-1	9,861297607E-1	1,101391602E1	1,107945164E1
3,721435546E0	-3,830718994E-1	9,478149414E-1	1,097561646E1	1,102312360E1
3,725372314E0	-1,915283203E-1	9,095153809E-1	1,101391602E1	1,105306506E1
3,729309082E0	-7,661437988E-2	8,712005615E-1	1,109053040E1	1,112495953E1
3,733276367E0	3,831481934E-2	8,712005615E-1	1,120545959E1	1,123934087E1
3,737213134E0	-3,829956055E-2	8,329010010E-1	1,124375916E1	1,127463130E1
3,741149902E0	-2,681427002E-1	7,562866211E-1	1,124375916E1	1,127235512E1
3,745086669E0	-4,596862793E-1	7,179718018E-1	1,109053040E1	1,112324860E1
3,749023437E0	-6,895294189E-1	5,647430420E-1	1,082238770E1	1,085902670E1
3,752960205E0	-6,895294189E-1	3,348999023E-1	1,059254456E1	1,062024524E1
3,756927490E0	-7,278289795E-1	2,582855225E-1	1,036270142E1	1,039144009E1
3,760864257E0	-6,129150391E-1	1,433715820E-1	9,979629517E0	9,999461263E0
3,764801025E0	-4,979858398E-1	2,844238281E-2	9,634857178E0	9,647759932E0
3,768737793E0	-1,915283203E-1	-9,857177734E-3	9,290100098E0	9,292079427E0
3,772674560E0	3,831481934E-2	-4,817199707E-2	8,983642578E0	8,983853435E0
3,776641845E0	1,915435791E-1	-1,247863770E-1	8,715484619E0	8,718482249E0
3,780578613E0	3,447723389E-1	-8,647155762E-2	8,523956299E0	8,531364268E0
3,784515380E0	3,447723389E-1	-4,817199707E-2	8,217498779E0	8,224869281E0
3,788452148E0	3,064575195E-1	6,675720215E-2	8,064270020E0	8,070367010E0
3,792388916E0	2,298431396E-1	1,433715820E-1	7,834426880E0	7,839108866E0
3,796356201E0	3,831481934E-2	2,966003418E-1	7,642883301E0	7,648732244E0
3,800292968E0	-1,149139404E-1	4,498291016E-1	7,566268921E0	7,580499774E0
3,804229736E0	-2,681427002E-1	5,647430420E-1	7,642883301E0	7,668409246E0
3,808166503E0	-3,447570801E-1	7,179718018E-1	7,757812500E0	7,798589343E0
3,812103271E0	-3,830718994E-1	9,095153809E-1	7,872726440E0	7,934342059E0
3,816070556E0	-3,064575195E-1	9,861297607E-1	8,140884399E0	8,206117652E0
3,820007324E0	-3,830718994E-1	1,062744141E0	8,370727539E0	8,446611671E0
3,823944091E0	-3,064575195E-1	1,177658081E0	8,715484619E0	8,800026529E0
3,827880859E0	-4,213714600E-1	1,292587280E0	9,098556519E0	9,199568822E0
3,831817627E0	-4,979858398E-1	1,254272461E0	9,519943237E0	9,615118748E0
3,835754394E0	-6,895294189E-1	1,292587280E0	9,941314697E0	1,004868004E1
3,839721679E0	-8,427581787E-1	1,254272461E0	1,024777222E1	1,035858466E1
3,843658447E0	-1,072601318E0	1,215972900E0	1,055422974E1	1,067805362E1
3,847595214E0	-1,455673218E0	1,177658081E0	1,078407288E1	1,094541415E1
3,851531982E0	-1,685516357E0	1,101043701E0	1,105223083E1	1,123410295E1
3,855468750E0	-1,877044678E0	1,101043701E0	1,124375916E1	1,145241083E1
3,859436035E0	-2,145202637E0	1,101043701E0	1,151191711E1	1,176173572E1
3,863372802E0	-2,298431396E0	1,101043701E0	1,155021667E1	1,182804250E1
3,867309570E0	-2,375045776E0	1,101043701E0	1,170344543E1	1,199265503E1
3,871246337E0	-2,413345337E0	1,101043701E0	1,174176025E1	1,203766866E1
3,875183105E0	-2,489959717E0	1,177658081E0	1,178005981E1	1,209779266E1
3,879150390E0	-2,643188477E0	1,292587280E0	1,170344543E1	1,206763698E1
3,883087158E0	-2,796417236E0	1,407501221E0	1,162683105E1	1,204093889E1
3,887023925E0	-2,949645996E0	1,560729980E0	1,151191711E1	1,198584687E1
3,890960693E0	-3,064575195E0	1,675659180E0	1,128207397E1	1,181036189E1
3,894897460E0	-3,217803955E0	1,713958740E0	1,109053040E1	1,167440711E1
3,898834228E0	-3,332717896E0	1,790573120E0	1,082238770E1	1,146460798E1
3,902801513E0	-3,447647095E0	1,790573120E0	1,059254456E1	1,128248300E1
3,906738281E0	-3,600875854E0	1,752273560E0	1,032438660E1	1,107383078E1
3,910675048E0	-3,639175415E0	1,675659180E0	9,979629517E0	1,075381033E1
3,914611816E0	-3,600875854E0	1,560729980E0	9,711471558E0	1,047448637E1
3,918548584E0	-3,524261475E0	1,445816040E0	9,443328857E0	1,018269428E1
3,922515869E0	-3,371032715E0	1,407501221E0	9,213485718E0	9,911268351E0
3,926452636E0	-3,256103516E0	1,369201660E0	9,021942139E0	9,688775116E0
3,930389404E0	-3,064575195E0	1,445816040E0	8,945327759E0	9,565609958E0
3,934326171E0	-2,911346436E0	1,484115601E0	8,868713379E0	9,451593209E0
3,938262939E0	-2,834732056E0	1,522430420E0	8,868713379E0	9,434382715E0
3,942199707E0	-2,758117676E0	1,560729980E0	8,945327759E0	9,490099046E0
3,946166992E0	-2,758117676E0	1,599044800E0	8,907028198E0	9,460407428E0
3,950103759E0	-2,834732056E0	1,560729980E0	8,945327759E0	9,512648034E0
3,954040527E0	-2,873031616E0	1,484115601E0	8,945327759E0	9,511876707E0
3,957977294E0	-3,102874756E0	1,407501221E0	9,060256958E0	9,679728694E0
3,961914062E0	-3,217803955E0	1,369201660E0	9,098556519E0	9,747446137E0
3,965881347E0	-3,409332275E0	1,369201660E0	9,213485718E0	9,919000898E0
3,969818115E0	-3,562561035E0	1,330886841E0	9,366714478E0	1,010932446E1
3,973754882E0	-3,715789795E0	1,407501221E0	9,443328857E0	1,024522393E1
3,977691650E0	-3,869018555E0	1,407501221E0	9,558242798E0	1,040722680E1
3,981628418E0	-3,945632935E0	1,445816040E0	9,711471558E0	1,058163896E1
3,985595703E0	-3,983947754E0	1,484115601E0	9,711471558E0	1,060127910E1
3,989532470E0	-4,098861694E0	1,445816040E0	9,749786377E0	1,067470775E1
3,993469238E0	-4,175476074E0	1,560729980E0	9,596557617E0	1,058132301E1
3,997406005E0	-4,252090454E0	1,637344360E0	9,481628418E0	1,051962201E1
4,001342773E0	-4,098861694E0	1,713958740E0	9,481628418E0	1,047089295E1
4,005310058E0	-3,907333374E0	1,790573120E0	9,443328857E0	1,037544534E1
4,009246826E0	-3,754104614E0	1,828887939E0	9,443328857E0	1,032543425E1
4,013183593E0	-3,562561035E0	1,943801880E0	9,558242798E0	1,038413272E1
4,017120361E0	-3,447647095E0	1,982116699E0	9,519943237E0	1,031718839E1
4,021057128E0	-3,409332275E0	1,943801880E0	9,481628418E0	1,026173425E1
4,024993896E0	-3,485946655E0	1,867187500E0	9,443328857E0	1,023790375E1
4,028961181E0	-3,600875854E0	1,713958740E0	9,366714478E0	1,018033897E1
4,032897949E0	-3,677490234E0	1,522430420E0	9,136871338E0	9,966150042E0
4,036834716E0	-3,754104614E0	1,292587280E0	8,868713379E0	9,716900757E0
4,040771484E0	-3,639175415E0	1,101043701E0	8,638870239E0	9,438536642E0
4,044708252E0	-3,524261475E0	8,329010010E-1	8,217498779E0	8,980057305E0
4,048675537E0	-3,179489136E0	6,413574219E-1	7,987655640E0	8,621086540E0
4,052612304E0	-2,911346436E0	4,115142822E-1	7,796112061E0	8,332145302E0
4,056549072E0	-2,643188477E0	2,582855225E-1	7,566268921E0	8,018826729E0
4,060485839E0	-2,528274536E0	2,582855225E-1	7,489654541E0	7,909096578E0
4,064422607E0	-2,375045776E0	2,199859619E-1	7,489654541E0	7,860290160E0
4,068359375E0	-2,298431396E0	3,348999023E-1	7,527954102E0	7,878136695E0
4,072326660E0	-2,336730957E0	4,498291016E-1	7,719497681E0	8,077951611E0
4,076263427E0	-2,375045776E0	6,413574219E-1	7,949340820E0	8,321310069E0
4,080200195E0	-2,413345337E0	8,712005615E-1	8,294113159E0	8,681908732E0
4,084136962E0	-2,528274536E0	9,861297607E-1	8,715484619E0	9,128214293E0
4,088073730E0	-2,719802856E0	1,062744141E0	9,060256958E0	9,519191606E0
4,092041015E0	-2,911346436E0	1,177658081E0	9,366714478E0	9,879177938E0
4,095977783E0	-2,949645996E0	1,215972900E0	9,788085938E0	1,029493215E1
4,099914550E0	-2,873031616E0	1,330886841E0	1,028608704E1	1,076239550E1
4,103851318E0	-2,528274536E0	1,407501221E0	1,074577332E1	1,112856127E1
4,107788085E0	-2,298431396E0	1,407501221E0	1,120545959E1	1,152502370E1
4,111755371E0	-2,298431396E0	1,407501221E0	1,151191711E1	1,182320101E1
4,115692138E0	-2,489959717E0	1,330886841E0	1,178005981E1	1,211366866E1
4,119628906E0	-2,758117676E0	1,215972900E0	1,185667419E1	1,223382713E1
