"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2,106738627E1	3,256118774E0	1,330886841E0	5,650909424E0	6,656301268E0
2,107132304E1	3,179504395E0	1,484115601E0	5,497680664E0	6,521988960E0
2,107525981E1	3,256118774E0	1,599044800E0	5,344451904E0	6,459289427E0
2,107919657E1	3,294433594E0	1,675659180E0	5,114608765E0	6,310336695E0
2,108316386E1	3,409347534E0	1,790573120E0	4,999679565E0	6,310831836E0
2,108710063E1	3,562576294E0	1,790573120E0	4,846450806E0	6,275841566E0
2,109103739E1	3,830734253E0	1,752273560E0	4,578308105E0	6,221406003E0
2,109497416E1	4,175491333E0	1,599044800E0	4,386764526E0	6,263814745E0
2,109891093E1	4,711791992E0	1,330886841E0	4,233535767E0	6,472640006E0
2,110284770E1	5,324707031E0	1,101043701E0	4,118621826E0	6,821132453E0
2,110681498E1	5,899322510E0	8,329010010E-1	4,156921387E0	7,264690328E0
2,111075175E1	6,435623169E0	6,413574219E-1	4,195236206E0	7,708994211E0
2,111468852E1	7,086837769E0	4,498291016E-1	4,348464966E0	8,326749866E0
2,111862528E1	7,661453247E0	2,966003418E-1	4,386764526E0	8,833433117E0
2,112256205E1	8,274368286E0	2,199859619E-1	4,386764526E0	9,367884893E0
2,112652934E1	8,887283325E0	1,816711426E-1	4,386764526E0	9,912644063E0
2,113046610E1	9,270355225E0	2,199859619E-1	4,386764526E0	1,025824463E1
2,113440287E1	9,576812744E0	2,199859619E-1	4,118621826E0	1,042721353E1
2,113833964E1	9,959884644E0	2,966003418E-1	3,927078247E0	1,071023891E1
2,114227641E1	1,026634216E1	4,498291016E-1	3,544006348E0	1,087014759E1
2,114621318E1	1,061111450E1	5,647430420E-1	3,275863647E0	1,111962087E1
2,115018046E1	1,099418640E1	7,562866211E-1	2,931091309E0	1,140330655E1
2,115411723E1	1,130064392E1	9,861297607E-1	2,586334229E0	1,163469508E1
2,115805400E1	1,160710144E1	1,139358521E0	2,241561890E0	1,187634377E1
2,116199076E1	1,191355896E1	1,254272461E0	1,935104370E0	1,213469058E1
2,116592753E1	1,218170166E1	1,369201660E0	1,666961670E0	1,237122992E1
2,116989482E1	1,248815918E1	1,407501221E0	1,398803711E0	1,264483417E1
2,117383158E1	1,271800232E1	1,369201660E0	1,322189331E0	1,285964544E1
2,117776835E1	1,294784546E1	1,407501221E0	1,245574951E0	1,308354763E1
2,118170512E1	1,317768860E1	1,445816040E0	1,207275391E0	1,331162555E1
2,118564189E1	1,348414612E1	1,369201660E0	1,130661011E0	1,360056264E1
2,118957865E1	1,367568970E1	1,254272461E0	9,391174316E-1	1,376515999E1
2,119354594E1	1,371398926E1	1,139358521E0	7,475891113E-1	1,378152853E1
2,119748271E1	1,375230408E1	1,024429321E0	8,625030518E-1	1,381735265E1
2,120141947E1	1,371398926E1	1,139358521E0	8,625030518E-1	1,378823958E1
2,120535624E1	1,379060364E1	1,177658081E0	8,625030518E-1	1,386764359E1
2,120929301E1	1,379060364E1	1,101043701E0	1,092346191E0	1,387754539E1
2,121322978E1	1,375230408E1	1,062744141E0	1,283889771E0	1,385292985E1
2,121719706E1	1,363737488E1	1,062744141E0	1,360504150E0	1,374621367E1
2,122113383E1	1,348414612E1	9,861297607E-1	1,513732910E0	1,360463288E1
2,122507060E1	1,329261780E1	7,945861816E-1	1,513732910E0	1,340210590E1
2,122900736E1	1,313938904E1	6,796722412E-1	1,552032471E0	1,324818114E1
2,123294413E1	1,294784546E1	4,498291016E-1	1,552032471E0	1,304828928E1
2,123691142E1	1,271800232E1	2,966003418E-1	1,513732910E0	1,281120377E1
2,124084818E1	1,241154480E1	1,050567627E-1	1,552032471E0	1,250864845E1
2,124478495E1	1,225831604E1	2,844238281E-2	1,513732910E0	1,235145775E1
2,124872172E1	1,206678772E1	-8,647155762E-2	1,513732910E0	1,216167055E1
2,125265849E1	1,191355896E1	-2,780151367E-1	1,437118530E0	1,200314497E1
2,125659526E1	1,183694458E1	-4,695587158E-1	1,398803711E0	1,192855373E1
2,126053202E1	1,168371582E1	-6,227874756E-1	1,437118530E0	1,178823096E1
2,126449931E1	1,156878662E1	-7,760162354E-1	1,398803711E0	1,167885598E1
2,126843608E1	1,149217224E1	-8,909301758E-1	1,437118530E0	1,161589812E1
2,127237284E1	1,137725830E1	-1,044158936E0	1,475418091E0	1,151994500E1
2,127630961E1	1,126232910E1	-1,159088135E0	1,475418091E0	1,141754793E1
2,128024638E1	1,118571472E1	-1,197387695E0	1,437118530E0	1,134104320E1
2,128421366E1	1,107080078E1	-1,235702515E0	1,398803711E0	1,122703177E1
2,128815043E1	1,099418640E1	-1,235702515E0	1,398803711E0	1,115149080E1
2,129208720E1	1,087925720E1	-1,312316895E0	1,398803711E0	1,104703873E1
2,129602397E1	1,076434326E1	-1,388931274E0	1,283889771E0	1,092925381E1
2,129996073E1	1,064941406E1	-1,388931274E0	1,168960571E0	1,080303748E1
2,130389750E1	1,053450012E1	-1,503845215E0	1,207275391E0	1,070956382E1
2,130786479E1	1,045788574E1	-1,580459595E0	1,207275391E0	1,064531543E1
2,131180155E1	1,041957092E1	-1,695388794E0	1,207275391E0	1,062540894E1
2,131573832E1	1,030465698E1	-1,810302734E0	1,207275391E0	1,053188803E1
2,131967509E1	1,026634216E1	-1,848617554E0	1,245574951E0	1,050555211E1
2,132361186E1	1,015142822E1	-1,925231934E0	1,360504150E0	1,042156344E1
2,132754863E1	1,015142822E1	-2,078460693E0	1,475418091E0	1,046653488E1
2,133151591E1	1,007481384E1	-2,193374634E0	1,590347290E0	1,043273554E1
2,133545268E1	1,007481384E1	-2,308303833E0	1,743576050E0	1,048189859E1
2,133938945E1	1,007481384E1	-2,423217773E0	2,050033569E0	1,056297761E1
2,134332621E1	9,998199463E0	-2,499832153E0	2,279876709E0	1,055514051E1
2,134726298E1	9,921585083E0	-2,538146973E0	2,548019409E0	1,055331434E1
2,135119975E1	9,844970703E0	-2,614761353E0	2,739562988E0	1,054825248E1
2,135516703E1	9,730041504E0	-2,614761353E0	3,007705688E0	1,051460784E1
2,135910380E1	9,653427124E0	-2,614761353E0	3,237548828E0	1,051224784E1
2,136304057E1	9,576812744E0	-2,576446533E0	3,390777588E0	1,048097284E1
2,136697734E1	9,500198364E0	-2,576446533E0	3,582321167E0	1,047496399E1
2,137091410E1	9,308670044E0	-2,576446533E0	3,658935547E0	1,032846668E1
2,137488139E1	9,193740845E0	-2,538146973E0	3,812164307E0	1,027130262E1
2,137881816E1	9,040512085E0	-2,499832153E0	4,003692627E0	1,019850843E1
2,138275492E1	8,963897705E0	-2,423217773E0	4,042007446E0	1,012725385E1
2,138669169E1	8,887283325E0	-2,269989014E0	4,156921387E0	1,007058342E1
2,139062846E1	8,772369385E0	-2,155075073E0	4,195236206E0	9,959860442E0
2,139459574E1	8,657440186E0	-2,001846313E0	4,271850586E0	9,859379628E0
2,139853251E1	8,580825806E0	-1,848617554E0	4,233535767E0	9,745295452E0
2,140246928E1	8,542526245E0	-1,695388794E0	4,310150146E0	9,717329473E0
2,140640605E1	8,465911865E0	-1,542160034E0	4,233535767E0	9,590242248E0
2,141034281E1	8,427597046E0	-1,427230835E0	4,233535767E0	9,538564091E0
2,141427958E1	8,465911865E0	-1,350616455E0	4,195236206E0	9,544413829E0
2,141824687E1	8,542526245E0	-1,235702515E0	4,156921387E0	9,580277176E0
2,142218363E1	8,619140625E0	-1,197387695E0	4,042007446E0	9,594850004E0
2,142612040E1	8,734054565E0	-1,197387695E0	4,080307007E0	9,714234489E0
2,143005717E1	8,963897705E0	-1,120773315E0	3,888778687E0	9,835150968E0
2,143399394E1	9,040512085E0	-1,044158936E0	3,812164307E0	9,866799042E0
2,143796122E1	9,155441284E0	-1,005859375E0	3,735549927E0	9,939224892E0
2,144189799E1	9,308670044E0	-9,292449951E-1	3,697235107E0	1,005904477E1
2,144583476E1	9,423583984E0	-8,909301758E-1	3,697235107E0	1,016204896E1
2,144977153E1	9,653427124E0	-8,526306152E-1	3,658935547E0	1,035873755E1
2,145370829E1	9,883270264E0	-8,526306152E-1	3,697235107E0	1,058657440E1
2,145767558E1	1,003649902E1	-9,292449951E-1	3,735549927E0	1,074937869E1
2,146161235E1	1,022804260E1	-9,675445557E-1	3,850463867E0	1,097155732E1
2,146554911E1	1,034295654E1	-9,292449951E-1	3,927078247E0	1,110235065E1
2,146948588E1	1,053450012E1	-1,005859375E0	4,080307007E0	1,134179665E1
2,147342265E1	1,064941406E1	-9,292449951E-1	4,195236206E0	1,148361977E1
2,147735942E1	1,072602844E1	-9,675445557E-1	4,271850586E0	1,158587658E1
2,148132670E1	1,068772888E1	-9,675445557E-1	4,386764526E0	1,159342029E1
2,148526347E1	1,080264282E1	-1,044158936E0	4,463378906E0	1,173495254E1
2,148920024E1	1,076434326E1	-1,044158936E0	4,425079346E0	1,168514788E1
2,149313700E1	1,080264282E1	-1,159088135E0	4,386764526E0	1,171683747E1
2,149707377E1	1,080264282E1	-1,197387695E0	4,310150146E0	1,169222919E1
2,150104106E1	1,084095764E1	-1,235702515E0	4,118621826E0	1,166260559E1
2,150497782E1	1,080264282E1	-1,312316895E0	4,003692627E0	1,159520686E1
2,150891459E1	1,072602844E1	-1,350616455E0	3,812164307E0	1,146317790E1
2,151285136E1	1,068772888E1	-1,388931274E0	3,735549927E0	1,140662141E1
2,151678813E1	1,053450012E1	-1,465545654E0	3,620620728E0	1,123531981E1
2,152075541E1	1,041957092E1	-1,503845215E0	3,505706787E0	1,109589964E1
2,152469218E1	1,038127136E1	-1,580459595E0	3,467391968E0	1,105854668E1
2,152862895E1	1,034295654E1	-1,657073975E0	3,390777588E0	1,100999622E1
2,153256571E1	1,030465698E1	-1,657073975E0	3,314163208E0	1,095059484E1
2,153650248E1	1,026634216E1	-1,695388794E0	3,237548828E0	1,089742387E1
2,154043925E1	1,026634216E1	-1,772003174E0	3,237548828E0	1,090960582E1
2,154440654E1	1,030465698E1	-1,848617554E0	3,275863647E0	1,096971399E1
2,154834330E1	1,030465698E1	-1,733688354E0	3,314163208E0	1,096244994E1
2,155228007E1	1,022804260E1	-1,733688354E0	3,390777588E0	1,091402325E1
2,155621684E1	1,011311340E1	-1,733688354E0	3,429092407E0	1,081847553E1
2,156015360E1	1,003649902E1	-1,695388794E0	3,429092407E0	1,074077886E1
2,156412089E1	9,998199463E0	-1,733688354E0	3,390777588E0	1,069892707E1
2,156805766E1	9,883270264E0	-1,772003174E0	3,275863647E0	1,056173797E1
2,157199442E1	9,806655884E0	-1,810302734E0	3,314163208E0	1,050863328E1
2,157593119E1	9,730041504E0	-1,772003174E0	3,352478027E0	1,044283543E1
2,157986796E1	9,576812744E0	-1,886917114E0	3,314163208E0	1,030822372E1
2,158383525E1	9,538513184E0	-1,925231934E0	3,390777588E0	1,030471370E1
2,158777201E1	9,346969604E0	-2,040145874E0	3,352478027E0	1,013741313E1
2,159170878E1	9,270355225E0	-2,078460693E0	3,390777588E0	1,008746041E1
2,159564555E1	9,078826904E0	-2,155075073E0	3,505706787E0	9,967919874E0
2,159958232E1	9,002212524E0	-2,155075073E0	3,544006348E0	9,911819202E0
2,160354960E1	8,848983765E0	-2,231689453E0	3,697235107E0	9,846547564E0
2,160748637E1	8,772369385E0	-2,269989014E0	3,888778687E0	9,860523030E0
2,161142314E1	8,619140625E0	-2,308303833E0	4,080307007E0	9,811562412E0
2,161535990E1	8,427597046E0	-2,269989014E0	4,195236206E0	9,683865391E0
2,161929667E1	8,236068726E0	-2,231689453E0	4,386764526E0	9,594632295E0
2,162323344E1	8,121139526E0	-2,193374634E0	4,578308105E0	9,577301530E0
2,162720072E1	8,006210327E0	-2,155075073E0	4,654922485E0	9,508525423E0
2,163113749E1	7,929595947E0	-2,040145874E0	4,846450806E0	9,514660923E0
2,163507426E1	7,967910767E0	-1,925231934E0	4,961380005E0	9,581722785E0
2,163901103E1	7,929595947E0	-1,886917114E0	5,076293945E0	9,602484486E0
2,164294779E1	7,891296387E0	-1,886917114E0	5,114608765E0	9,591258399E0
2,164691508E1	7,929595947E0	-1,848617554E0	5,152908325E0	9,635784501E0
2,165085185E1	8,006210327E0	-1,886917114E0	5,076293945E0	9,665848138E0
2,165478862E1	8,121139526E0	-1,810302734E0	5,076293945E0	9,746736039E0
2,165872538E1	8,159454346E0	-1,810302734E0	4,961380005E0	9,719525851E0
2,166266215E1	8,197753906E0	-1,810302734E0	4,884765625E0	9,712944986E0
2,166662944E1	8,274368286E0	-1,733688354E0	4,769836426E0	9,706811288E0
2,167056620E1	8,312683105E0	-1,695388794E0	4,616607666E0	9,658577013E0
2,167450297E1	8,350982666E0	-1,695388794E0	4,463378906E0	9,619511729E0
2,167843974E1	8,389297485E0	-1,695388794E0	4,348464966E0	9,600198072E0
2,168237650E1	8,504211426E0	-1,733688354E0	4,271850586E0	9,673468598E0
2,168634379E1	8,619140625E0	-1,733688354E0	4,310150146E0	9,791458252E0
2,169028056E1	8,695755005E0	-1,733688354E0	4,271850586E0	9,842283162E0
2,169421733E1	8,810668945E0	-1,810302734E0	4,233535767E0	9,941222678E0
2,169815409E1	8,887283325E0	-1,810302734E0	4,348464966E0	1,005833726E1
2,170209086E1	9,040512085E0	-1,886917114E0	4,425079346E0	1,024073445E1
2,170602763E1	9,078826904E0	-1,886917114E0	4,654922485E0	1,037563769E1
2,170999491E1	9,155441284E0	-1,848617554E0	4,884765625E0	1,054041874E1
2,171393168E1	9,308670044E0	-1,848617554E0	5,076293945E0	1,076278240E1
2,171786845E1	9,346969604E0	-1,772003174E0	5,344451904E0	1,091187437E1
2,172180522E1	9,461898804E0	-1,733688354E0	5,612594604E0	1,113707423E1
2,172574198E1	9,461898804E0	-1,657073975E0	5,919052124E0	1,128311133E1
2,172970927E1	9,615127563E0	-1,657073975E0	6,148895264E0	1,153280041E1
2,173364604E1	9,615127563E0	-1,695388794E0	6,340438843E0	1,164157146E1
2,173758280E1	9,691741943E0	-1,733688354E0	6,493667603E0	1,179420435E1
2,174151957E1	9,691741943E0	-1,618774414E0	6,685195923E0	1,188453352E1
2,174545634E1	9,730041504E0	-1,618774414E0	6,761810303E0	1,195893878E1
2,174939311E1	9,730041504E0	-1,580459595E0	6,800125122E0	1,197552762E1
2,175336039E1	9,691741943E0	-1,465545654E0	6,800125122E0	1,192976897E1
2,175729716E1	9,691741943E0	-1,503845215E0	6,761810303E0	1,191274489E1
2,176123393E1	9,768356323E0	-1,503845215E0	6,800125122E0	1,199683447E1
2,176517070E1	9,768356323E0	-1,427230835E0	6,723510742E0	1,194417723E1
2,176910746E1	9,691741943E0	-1,427230835E0	6,608581543E0	1,181694545E1
2,177304423E1	9,768356323E0	-1,388931274E0	6,570281982E0	1,185405081E1
2,177701152E1	9,653427124E0	-1,427230835E0	6,493667603E0	1,172149146E1
2,178094828E1	9,653427124E0	-1,388931274E0	6,493667603E0	1,171688970E1
2,178488505E1	9,500198364E0	-1,312316895E0	6,417053223E0	1,153925980E1
2,178882182E1	9,346969604E0	-1,274002075E0	6,417053223E0	1,140909699E1
2,179275859E1	9,270355225E0	-1,274002075E0	6,378738403E0	1,132479010E1
2,179672587E1	9,193740845E0	-1,235702515E0	6,340438843E0	1,123623585E1
2,180066264E1	9,040512085E0	-1,235702515E0	6,302124023E0	1,108939073E1
2,180459941E1	9,002212524E0	-1,235702515E0	6,225509644E0	1,101470659E1
2,180853617E1	8,887283325E0	-1,235702515E0	6,110595703E0	1,085588069E1
2,181247294E1	8,810668945E0	-1,235702515E0	6,033981323E0	1,075005947E1
2,181644023E1	8,695755005E0	-1,235702515E0	6,033981323E0	1,065608026E1
2,182037699E1	8,580825806E0	-1,197387695E0	5,919052124E0	1,049283026E1
2,182431376E1	8,427597046E0	-1,197387695E0	5,842437744E0	1,032435025E1
2,182825053E1	8,350982666E0	-1,235702515E0	5,727523804E0	1,020149014E1
2,183218730E1	8,350982666E0	-1,235702515E0	5,535980225E0	1,009519436E1
2,183612406E1	8,350982666E0	-1,197387695E0	5,382751465E0	1,000733042E1
2,184009135E1	8,350982666E0	-1,197387695E0	5,306137085E0	9,966330295E0
2,184402812E1	8,350982666E0	-1,197387695E0	5,152908325E0	9,885601296E0
2,184796488E1	8,312683105E0	-1,159088135E0	5,114608765E0	9,828703299E0
2,185190165E1	8,312683105E0	-1,044158936E0	5,114608765E0	9,815813319E0
2,185583842E1	8,312683105E0	-1,044158936E0	5,076293945E0	9,795903660E0
2,185977519E1	8,274368286E0	-1,005859375E0	4,999679565E0	9,719759224E0
2,186374247E1	8,350982666E0	-1,005859375E0	4,923065186E0	9,746139512E0
2,186767924E1	8,350982666E0	-9,675445557E-1	4,846450806E0	9,703769338E0
2,187161601E1	8,350982666E0	-8,909301758E-1	4,808151245E0	9,677343978E0
2,187555278E1	8,350982666E0	-9,675445557E-1	4,846450806E0	9,703769338E0
2,187948954E1	8,312683105E0	-8,526306152E-1	4,846450806E0	9,660008529E0
2,188345683E1	8,274368286E0	-8,909301758E-1	4,808151245E0	9,611308210E0
2,188739360E1	8,350982666E0	-8,143157959E-1	4,999679565E0	9,767231822E0
2,189133036E1	8,350982666E0	-7,377014160E-1	5,037994385E0	9,780823191E0
2,189526713E1	8,350982666E0	-6,610870361E-1	5,114608765E0	9,815048159E0
2,189920390E1	8,350982666E0	-6,994018555E-1	5,114608765E0	9,817703258E0
2,190314067E1	8,236068726E0	-6,994018555E-1	5,114608765E0	9,720144743E0
2,190710795E1	8,274368286E0	-6,994018555E-1	5,114608765E0	9,752617921E0
2,191104472E1	8,274368286E0	-6,994018555E-1	5,114608765E0	9,752617921E0
2,191498149E1	8,274368286E0	-5,844726562E-1	5,152908325E0	9,765205734E0
2,191891825E1	8,274368286E0	-5,844726562E-1	5,191223145E0	9,785477840E0
2,192285502E1	8,236068726E0	-5,461730957E-1	5,191223145E0	9,750893848E0
2,192679179E1	8,236068726E0	-5,078582764E-1	5,229522705E0	9,769270997E0
2,193075907E1	8,274368286E0	-5,461730957E-1	5,114608765E0	9,742828049E0
2,193469584E1	8,197753906E0	-5,844726562E-1	5,114608765E0	9,680082655E0
2,193863261E1	8,082839966E0	-5,844726562E-1	5,114608765E0	9,582960556E0
2,194256938E1	7,967910767E0	-5,844726562E-1	5,076293945E0	9,465620449E0
2,194650614E1	7,929595947E0	-5,078582764E-1	4,999679565E0	9,387928828E0
2,195047343E1	7,814682007E0	-4,312438965E-1	4,999679565E0	9,287196667E0
2,195441020E1	7,852981567E0	-4,312438965E-1	5,076293945E0	9,360771924E0
2,195834696E1	7,891296387E0	-4,695587158E-1	5,037994385E0	9,374136305E0
2,196228373E1	7,852981567E0	-4,695587158E-1	4,999679565E0	9,321298227E0
2,196622050E1	7,852981567E0	-5,078582764E-1	5,037994385E0	9,343908548E0
2,197015727E1	7,891296387E0	-5,078582764E-1	5,076293945E0	9,396767471E0
2,197412455E1	7,967910767E0	-5,078582764E-1	5,114608765E0	9,481811263E0
2,197806132E1	7,929595947E0	-4,695587158E-1	5,152908325E0	9,468444512E0
2,198199809E1	7,967910767E0	-4,312438965E-1	5,114608765E0	9,478016464E0
2,198593486E1	8,044525146E0	-4,695587158E-1	5,114608765E0	9,544322555E0
2,198987162E1	8,197753906E0	-3,929443359E-1	4,999679565E0	9,610118111E0
2,199383891E1	8,236068726E0	-3,163299561E-1	4,923065186E0	9,600492879E0
2,199777568E1	8,350982666E0	-3,546295166E-1	4,923065186E0	9,700579591E0
2,200171244E1	8,427597046E0	-4,312438965E-1	4,961380005E0	9,789057913E0
2,200564921E1	8,542526245E0	-4,695587158E-1	4,923065186E0	9,870755334E0
2,200958598E1	8,580825806E0	-5,078582764E-1	4,923065186E0	9,905809526E0
2,201352275E1	8,657440186E0	-5,461730957E-1	4,961380005E0	9,993241074E0
2,201749003E1	8,734054565E0	-6,227874756E-1	4,999679565E0	1,008307340E1
2,202142680E1	8,772369385E0	-6,227874756E-1	4,923065186E0	1,007863580E1
2,202536357E1	8,810668945E0	-6,227874756E-1	4,923065186E0	1,011198904E1
2,202930033E1	8,848983765E0	-5,844726562E-1	4,923065186E0	1,014311061E1
2,203323710E1	8,772369385E0	-5,461730957E-1	4,884765625E0	1,005553106E1
2,203720439E1	8,772369385E0	-4,695587158E-1	4,884765625E0	1,005166082E1
2,204114115E1	8,695755005E0	-4,312438965E-1	4,923065186E0	1,000193467E1
2,204507792E1	8,695755005E0	-3,929443359E-1	4,923065186E0	1,000035655E1
2,204901469E1	8,657440186E0	-4,695587158E-1	4,999679565E0	1,000842404E1
2,205295146E1	8,619140625E0	-4,695587158E-1	4,999679565E0	9,975312840E0
2,205688822E1	8,542526245E0	-5,078582764E-1	5,037994385E0	9,930461324E0
2,206085551E1	8,465911865E0	-5,078582764E-1	4,999679565E0	9,845119578E0
2,206479228E1	8,389297485E0	-5,844726562E-1	5,037994385E0	9,803229468E0
2,206872904E1	8,312683105E0	-6,227874756E-1	5,037994385E0	9,740120742E0
2,207266581E1	8,236068726E0	-6,610870361E-1	5,076293945E0	9,697351409E0
2,207660258E1	8,121139526E0	-6,994018555E-1	5,114608765E0	9,622956561E0
2,208056986E1	7,967910767E0	-7,377014160E-1	5,191223145E0	9,538375286E0
2,208450663E1	7,891296387E0	-7,377014160E-1	5,229522705E0	9,495507873E0
2,208844340E1	7,814682007E0	-6,994018555E-1	5,229522705E0	9,429015089E0
2,209238017E1	7,776367188E0	-6,994018555E-1	5,267837524E0	9,418660296E0
2,209631694E1	7,776367188E0	-6,610870361E-1	5,344451904E0	9,458968700E0
2,210025370E1	7,776367188E0	-5,844726562E-1	5,421066284E0	9,497444634E0
2,210422099E1	7,814682007E0	-5,461730957E-1	5,421066284E0	9,526569140E0
2,210815776E1	7,929595947E0	-5,844726562E-1	5,497680664E0	9,666674343E0
2,211209452E1	7,967910767E0	-5,461730957E-1	5,535980225E0	9,717663509E0
2,211603129E1	8,082839966E0	-5,461730957E-1	5,574295044E0	9,833787277E0
2,211996806E1	8,197753906E0	-6,227874756E-1	5,689208984E0	9,997906392E0
2,212390483E1	8,274368286E0	-6,994018555E-1	5,727523804E0	1,008755978E1
2,212787211E1	8,427597046E0	-6,610870361E-1	5,804138184E0	1,025424049E1
2,213180888E1	8,427597046E0	-6,610870361E-1	5,842437744E0	1,027596744E1
2,213574565E1	8,504211426E0	-6,610870361E-1	5,957366943E0	1,040427167E1
2,213968241E1	8,580825806E0	-6,227874756E-1	6,033981323E0	1,050844262E1
2,214361918E1	8,657440186E0	-6,227874756E-1	6,110595703E0	1,061501364E1
2,214758647E1	8,810668945E0	-6,227874756E-1	6,225509644E0	1,080614278E1
2,215152323E1	8,887283325E0	-6,227874756E-1	6,263824463E0	1,089069172E1
2,215546000E1	9,002212524E0	-6,610870361E-1	6,302124023E0	1,100879801E1
2,215939677E1	9,078826904E0	-6,994018555E-1	6,302124023E0	1,107388948E1
2,216333354E1	9,078826904E0	-7,377014160E-1	6,340438843E0	1,109821905E1
2,216727030E1	9,193740845E0	-7,377014160E-1	6,302124023E0	1,117075831E1
2,217123759E1	9,308670044E0	-7,377014160E-1	6,340438843E0	1,128701493E1
2,217517436E1	9,423583984E0	-8,143157959E-1	6,302124023E0	1,136590571E1
2,217911113E1	9,500198364E0	-8,526306152E-1	6,378738403E0	1,147471357E1
2,218304789E1	9,461898804E0	-8,526306152E-1	6,378738403E0	1,144302458E1
2,218698466E1	9,576812744E0	-8,909301758E-1	6,531967163E0	1,162650824E1
2,219095195E1	9,615127563E0	-9,292449951E-1	6,493667603E0	1,163966895E1
2,219488871E1	9,691741943E0	-9,292449951E-1	6,608581543E0	1,176718778E1
2,219882548E1	9,806655884E0	-9,675445557E-1	6,685195923E0	1,190791697E1
2,220276225E1	9,959884644E0	-1,082473755E0	6,646896362E0	1,202298976E1
2,220669902E1	1,003649902E1	-1,197387695E0	6,646896362E0	1,209736670E1
2,221063578E1	1,011311340E1	-1,235702515E0	6,723510742E0	1,220686774E1
2,221460307E1	1,018972778E1	-1,197387695E0	6,685195923E0	1,224565777E1
2,221853984E1	1,022804260E1	-1,235702515E0	6,838424683E0	1,236543037E1
2,222247660E1	1,030465698E1	-1,235702515E0	6,800125122E0	1,240784501E1
2,222641337E1	1,045788574E1	-1,197387695E0	6,876739502E0	1,257341074E1
2,223035014E1	1,038127136E1	-1,197387695E0	6,800125122E0	1,246780791E1
2,223428691E1	1,053450012E1	-1,197387695E0	6,800125122E0	1,259567909E1
2,223825419E1	1,064941406E1	-1,197387695E0	6,761810303E0	1,267145752E1
2,224219096E1	1,072602844E1	-1,235702515E0	6,646896362E0	1,267895414E1
2,224612773E1	1,084095764E1	-1,235702515E0	6,608581543E0	1,275643654E1
2,225006449E1	1,087925720E1	-1,274002075E0	6,608581543E0	1,279275844E1
2,225400126E1	1,095587158E1	-1,350616455E0	6,570281982E0	1,284616255E1
2,225793803E1	1,110910034E1	-1,427230835E0	6,493667603E0	1,294669136E1
2,226190531E1	1,118571472E1	-1,503845215E0	6,417053223E0	1,298307885E1
2,226584208E1	1,126232910E1	-1,580459595E0	6,302124023E0	1,300210277E1
2,226977885E1	1,137725830E1	-1,695388794E0	6,263824463E0	1,309778021E1
2,227371562E1	1,156878662E1	-1,810302734E0	6,110595703E0	1,320808085E1
2,227765238E1	1,164540100E1	-1,963531494E0	6,033981323E0	1,326196633E1
2,228158915E1	1,176033020E1	-2,155075073E0	5,880752563E0	1,332414972E1
2,228555644E1	1,195185852E1	-2,269989014E0	5,842437744E0	1,349569750E1
2,228949321E1	1,191355896E1	-2,308303833E0	5,804138184E0	1,345173497E1
2,229342997E1	1,199017334E1	-2,423217773E0	5,957366943E0	1,360611855E1
2,229736674E1	1,210508728E1	-2,576446533E0	5,957366943E0	1,373540810E1
2,230130351E1	1,225831604E1	-2,576446533E0	5,995666504E0	1,388713094E1
2,230524028E1	1,241154480E1	-2,614761353E0	6,148895264E0	1,409582684E1
2,230920756E1	1,252647400E1	-2,729675293E0	6,225509644E0	1,425204015E1
2,231314433E1	1,267970276E1	-2,767990112E0	6,340438843E0	1,444429978E1
2,231708110E1	1,294784546E1	-2,844604492E0	6,417053223E0	1,472810405E1
2,232101786E1	1,313938904E1	-2,806289673E0	6,417053223E0	1,488950564E1
2,232495463E1	1,329261780E1	-2,921218872E0	6,378738403E0	1,503048606E1
2,232889140E1	1,356076050E1	-2,997833252E0	6,187210083E0	1,520403887E1
2,233285868E1	1,375230408E1	-3,151062012E0	5,957366943E0	1,531487121E1
2,233679545E1	1,394383240E1	-3,265975952E0	5,765823364E0	1,543832180E1
2,234073222E1	1,402044678E1	-3,342590332E0	5,535980225E0	1,543997782E1
2,234466899E1	1,402044678E1	-3,419204712E0	5,267837524E0	1,536274718E1
2,234860575E1	1,402044678E1	-3,419204712E0	4,999679565E0	1,527287414E1
2,235257304E1	1,405876160E1	-3,419204712E0	4,769836426E0	1,523453570E1
2,235650981E1	1,405876160E1	-3,342590332E0	4,616607666E0	1,517019295E1
2,236044657E1	1,409706116E1	-3,227676392E0	4,501693726E0	1,514629574E1
2,236438334E1	1,398214722E1	-3,036132812E0	4,425079346E0	1,497664417E1
2,236832011E1	1,398214722E1	-2,844604492E0	4,348464966E0	1,491647958E1
2,237225688E1	1,390553284E1	-2,614761353E0	4,348464966E0	1,480236359E1
2,237622416E1	1,379060364E1	-2,461532593E0	4,271850586E0	1,464542928E1
2,238016093E1	1,352246094E1	-2,384918213E0	4,156921387E0	1,434659472E1
2,238409770E1	1,333091736E1	-2,384918213E0	4,042007446E0	1,413290546E1
2,238803446E1	1,313938904E1	-2,346603394E0	3,850463867E0	1,389158608E1
2,239197123E1	1,287123108E1	-2,346603394E0	3,697235107E0	1,359575980E1
